pulled_at,calendar_year,date,dk_ownerships,dk_salaries,event_id,event_name,fd_ownerships,fd_salaries,tour
2026-07-13T05:31:47+00:00,2024,2024-11-10,no,yes,2024141,Abu Dhabi HSBC Championship,no,no,euro
2026-07-13T05:31:47+00:00,2024,2024-11-10,yes,yes,457,World Wide Technology Championship,no,yes,pga
2026-07-13T05:31:47+00:00,2024,2024-10-27,yes,yes,527,ZOZO CHAMPIONSHIP,no,yes,pga
2026-07-13T05:31:47+00:00,2024,2024-10-27,no,yes,2024118,Genesis Championship,no,no,euro
2026-07-13T05:31:47+00:00,2024,2024-10-20,no,yes,2024139,Estrella Damm N.A. Andalucía  Masters,no,no,euro
2026-07-13T05:31:47+00:00,2024,2024-10-20,yes,yes,47,Shriners Children's Open,no,yes,pga
2026-07-13T05:31:47+00:00,2024,2024-10-13,yes,yes,554,Black Desert Championship,no,yes,pga
2026-07-13T05:31:47+00:00,2024,2024-10-13,no,yes,2024138,FedEx Open de France,no,no,euro
2026-07-13T05:31:47+00:00,2024,2024-10-06,no,yes,2024137,Alfred Dunhill Links Championship,no,no,euro
2026-07-13T05:31:47+00:00,2024,2024-10-06,yes,yes,54,Sanderson Farms Championship,no,yes,pga
2026-07-13T05:31:47+00:00,2024,2024-09-29,no,yes,2024136,acciona Open de España presented by Madrid,no,no,euro
2026-07-13T05:31:47+00:00,2024,2024-09-22,no,yes,2024135,BMW PGA Championship,no,no,euro
2026-07-13T05:31:47+00:00,2024,2024-09-15,no,yes,2024134,Amgen Irish Open,no,no,euro
2026-07-13T05:31:47+00:00,2024,2024-09-15,yes,yes,464,Procore Championship,no,yes,pga
2026-07-13T05:31:47+00:00,2024,2024-09-08,no,yes,2024133,Omega European Masters,no,no,euro
2026-07-13T05:31:47+00:00,2024,2024-09-01,yes,yes,60,TOUR Championship,no,yes,pga
2026-07-13T05:31:47+00:00,2024,2024-09-01,no,yes,2024132,Betfred British Masters hosted by Sir Nick Faldo,no,no,euro
2026-07-13T05:31:47+00:00,2024,2024-08-25,yes,yes,28,BMW Championship,no,yes,pga
2026-07-13T05:31:47+00:00,2024,2024-08-25,no,yes,2024145,Danish Golf Championship,no,no,euro
2026-07-13T05:31:47+00:00,2024,2024-08-18,yes,yes,27,FedEx St. Jude Championship,no,yes,pga
2026-07-13T05:31:47+00:00,2024,2024-08-18,no,yes,2024144,D+D REAL Czech Masters,no,no,euro
2026-07-13T05:31:47+00:00,2024,2024-08-11,yes,yes,13,Wyndham Championship,no,yes,pga
2026-07-13T05:31:47+00:00,2024,2024-08-04,yes,yes,519,Olympic Men's Golf Competition,no,yes,pga
2026-07-13T05:31:47+00:00,2024,2024-07-28,yes,yes,525,3M Open,no,yes,pga
2026-07-13T05:31:47+00:00,2024,2024-07-21,yes,yes,100,The Open Championship,no,yes,pga
2026-07-13T05:31:47+00:00,2024,2024-07-14,yes,yes,541,Genesis Scottish Open,no,yes,pga
2026-07-13T05:31:47+00:00,2024,2024-07-14,no,yes,518,ISCO Championship,no,no,pga
2026-07-13T05:31:47+00:00,2024,2024-07-07,yes,yes,30,John Deere Classic,no,yes,pga
2026-07-13T05:31:47+00:00,2024,2024-07-07,no,yes,2024126,BMW International Open,no,no,euro
2026-07-13T05:31:47+00:00,2024,2024-06-30,yes,yes,524,Rocket Mortgage Classic,no,yes,pga
2026-07-13T05:31:47+00:00,2024,2024-06-30,no,yes,2024125,Italian Open presented by Regione Emilia-Romagna,no,no,euro
2026-07-13T05:31:47+00:00,2024,2024-06-23,no,yes,2024124,KLM Open,no,no,euro
2026-07-13T05:31:47+00:00,2024,2024-06-23,yes,yes,34,Travelers Championship,no,yes,pga
2026-07-13T05:31:47+00:00,2024,2024-06-16,yes,yes,26,U.S. Open,no,yes,pga
2026-07-13T05:31:47+00:00,2024,2024-06-09,yes,yes,23,the Memorial Tournament presented by Workday,no,yes,pga
2026-07-13T05:31:47+00:00,2024,2024-06-02,yes,yes,32,RBC Canadian Open,no,yes,pga
2026-07-13T05:31:47+00:00,2024,2024-06-02,no,yes,2024121,European Open,no,no,euro
2026-07-13T05:31:47+00:00,2024,2024-05-26,no,yes,2024120,Soudal Open,no,no,euro
2026-07-13T05:31:47+00:00,2024,2024-05-26,yes,yes,21,Charles Schwab Challenge,no,yes,pga
2026-07-13T05:31:47+00:00,2024,2024-05-19,yes,yes,33,PGA Championship,no,yes,pga
2026-07-13T05:31:47+00:00,2024,2024-05-12,yes,yes,480,Wells Fargo Championship,no,yes,pga
2026-07-13T05:31:47+00:00,2024,2024-05-12,no,yes,553,Myrtle Beach Classic,no,no,pga
2026-07-13T05:31:47+00:00,2024,2024-05-05,no,yes,2024116,Volvo China Open,no,no,euro
2026-07-13T05:31:47+00:00,2024,2024-05-05,yes,yes,19,THE CJ CUP Byron Nelson,no,yes,pga
2026-07-13T05:31:47+00:00,2024,2024-04-28,no,yes,2024117,ISPS HANDA - CHAMPIONSHIP,no,no,euro
2026-07-13T05:31:47+00:00,2024,2024-04-21,yes,yes,12,RBC Heritage,no,yes,pga
2026-07-13T05:31:47+00:00,2024,2024-04-21,no,yes,522,Corales Puntacana Championship,no,no,pga
2026-07-13T05:31:47+00:00,2024,2024-04-14,yes,yes,14,Masters Tournament,no,yes,pga
2026-07-13T05:31:47+00:00,2024,2024-04-07,yes,yes,41,Valero Texas Open,no,yes,pga
2026-07-13T05:31:47+00:00,2024,2024-03-31,yes,yes,20,Texas Children's Houston Open,no,yes,pga
2026-07-13T05:31:47+00:00,2024,2024-03-31,no,yes,2024114,Hero Indian Open,no,no,euro
2026-07-13T05:31:47+00:00,2024,2024-03-24,no,yes,2024113,Porsche Singapore Classic,no,no,euro
2026-07-13T05:31:47+00:00,2024,2024-03-24,yes,yes,475,Valspar Championship,no,yes,pga
2026-07-13T05:31:47+00:00,2024,2024-03-17,yes,yes,11,THE PLAYERS Championship,no,yes,pga
2026-07-13T05:31:47+00:00,2024,2024-03-10,no,yes,2024112,Jonsson Workwear Open,no,no,euro
2026-07-13T05:31:47+00:00,2024,2024-03-10,no,yes,483,Puerto Rico Open,no,no,pga
2026-07-13T05:31:47+00:00,2024,2024-03-10,yes,yes,9,Arnold Palmer Invitational presented by Mastercard,no,yes,pga
2026-07-13T05:31:47+00:00,2024,2024-03-03,yes,yes,10,Cognizant Classic in The Palm Beaches,no,yes,pga
2026-07-13T05:31:47+00:00,2024,2024-03-03,no,yes,2024111,SDC Championship,no,no,euro
2026-07-13T05:31:47+00:00,2024,2024-02-25,no,yes,2024110,Magical Kenya Open,no,no,euro
2026-07-13T05:31:47+00:00,2024,2024-02-25,yes,yes,540,Mexico Open at Vidanta,no,yes,pga
2026-07-13T05:31:47+00:00,2024,2024-02-18,yes,yes,7,The Genesis Invitational,no,yes,pga
2026-07-13T05:31:47+00:00,2024,2024-02-11,no,yes,2024147,Commercial Bank Qatar Masters,no,no,euro
2026-07-13T05:31:47+00:00,2024,2024-02-11,yes,yes,3,WM Phoenix Open,no,yes,pga
2026-07-13T05:31:47+00:00,2024,2024-02-04,no,yes,2024109,Bahrain Championship presented by Bapco Energies,no,no,euro
2026-07-13T05:31:47+00:00,2024,2024-02-04,yes,yes,5,AT&T Pebble Beach Pro-Am,no,yes,pga
2026-07-13T05:31:47+00:00,2024,2024-01-28,no,yes,2024108,Ras Al Khaimah Championship,no,no,euro
2026-07-13T05:31:47+00:00,2024,2024-01-27,yes,yes,4,Farmers Insurance Open,no,yes,pga
2026-07-13T05:31:47+00:00,2024,2024-01-21,no,yes,2024107,Hero Dubai Desert Classic,no,no,euro
2026-07-13T05:31:47+00:00,2024,2024-01-21,yes,yes,2,The American Express,no,yes,pga
2026-07-13T05:31:47+00:00,2024,2024-01-14,no,yes,2024106,Dubai Invitational,no,no,euro
2026-07-13T05:31:47+00:00,2024,2024-01-14,yes,yes,6,Sony Open in Hawaii,no,yes,pga
2026-07-13T05:31:47+00:00,2024,2024-01-07,yes,yes,16,The Sentry,no,yes,pga
2026-07-13T05:31:47+00:00,2023,2023-12-03,no,yes,2024103,Investec South African Open Championship,no,no,euro
2026-07-13T05:31:47+00:00,2023,2023-12-03,yes,yes,550,Hero World Challenge #2,no,yes,pga
2026-07-13T05:31:47+00:00,2023,2023-11-26,no,yes,2024101,Joburg Open,no,no,euro
2026-07-13T05:31:47+00:00,2023,2023-11-19,no,yes,2023146,DP World Tour Championship,no,no,euro
2026-07-13T05:31:47+00:00,2023,2023-11-19,yes,yes,549,The RSM Classic #2,no,yes,pga
2026-07-13T05:31:47+00:00,2023,2023-11-12,yes,yes,548,Butterfield Bermuda Championship #2,no,yes,pga
2026-07-13T05:31:47+00:00,2023,2023-11-12,no,yes,2023145,Nedbank Golf Challenge,no,no,euro
2026-07-13T05:31:47+00:00,2023,2023-11-05,yes,yes,547,World Wide Technology Championship #2,no,yes,pga
2026-07-13T05:31:47+00:00,2023,2023-10-29,no,yes,2023150,Commercial Bank Qatar Masters,no,no,euro
2026-07-13T05:31:47+00:00,2023,2023-10-22,yes,yes,546,ZOZO CHAMPIONSHIP #2,no,yes,pga
2026-07-13T05:31:47+00:00,2023,2023-10-22,no,yes,2023149,Estrella Damm N.A. Andalucía  Masters,no,no,euro
2026-07-13T05:31:47+00:00,2023,2023-10-15,yes,yes,545,Shriners Children's Open #2,no,yes,pga
2026-07-13T05:31:47+00:00,2023,2023-10-15,no,yes,2023143,acciona Open de España presented by Madrid,no,no,euro
2026-07-13T05:31:47+00:00,2023,2023-10-08,yes,yes,544,Sanderson Farms Championship #2,no,yes,pga
2026-07-13T05:31:47+00:00,2023,2023-10-08,no,yes,2023142,Alfred Dunhill Links Championship,no,no,euro
2026-07-13T05:31:47+00:00,2023,2023-09-24,no,yes,2023140,Cazoo Open de France,no,no,euro
2026-07-13T05:31:47+00:00,2023,2023-09-17,yes,yes,543,Fortinet Championship #2,no,yes,pga
2026-07-13T05:31:47+00:00,2023,2023-09-17,no,yes,2023139,BMW PGA Championship,no,no,euro
2026-07-13T05:31:47+00:00,2023,2023-09-10,no,yes,2023138,Horizon Irish Open,no,no,euro
2026-07-13T05:31:47+00:00,2023,2023-09-03,no,yes,2023137,Omega European Masters,no,no,euro
2026-07-13T05:31:47+00:00,2023,2023-08-27,yes,yes,60,TOUR Championship,no,yes,pga
2026-07-13T05:31:47+00:00,2023,2023-08-27,no,yes,2023136,D+D Real Czech Masters,no,no,euro
2026-07-13T05:31:47+00:00,2023,2023-08-20,yes,yes,28,BMW Championship,no,yes,pga
2026-07-13T05:31:47+00:00,2023,2023-08-20,no,yes,2023135,ISPS Handa World Invitational presented by AVIV Clinics,no,no,euro
2026-07-13T05:31:47+00:00,2023,2023-08-13,yes,yes,27,FedEx St. Jude Championship,no,yes,pga
2026-07-13T05:31:47+00:00,2023,2023-08-06,yes,yes,13,Wyndham Championship,no,yes,pga
2026-07-13T05:31:47+00:00,2023,2023-07-30,yes,yes,525,3M Open,no,yes,pga
2026-07-13T05:31:47+00:00,2023,2023-07-23,yes,yes,100,The Open Championship,no,yes,pga
2026-07-13T05:31:47+00:00,2023,2023-07-16,yes,yes,541,Genesis Scottish Open,no,yes,pga
2026-07-13T05:31:47+00:00,2023,2023-07-16,no,yes,518,Barbasol Championship,no,no,pga
2026-07-13T05:31:47+00:00,2023,2023-07-09,no,yes,2023130,Made in HimmerLand,no,no,euro
2026-07-13T05:31:47+00:00,2023,2023-07-09,yes,yes,30,John Deere Classic,no,yes,pga
2026-07-13T05:31:47+00:00,2023,2023-07-02,yes,yes,524,Rocket Mortgage Classic,no,yes,pga
2026-07-13T05:31:47+00:00,2023,2023-07-02,no,yes,2023129,Betfred British Masters,no,no,euro
2026-07-13T05:31:47+00:00,2023,2023-06-25,no,yes,2023128,BMW International Open,no,no,euro
2026-07-13T05:31:47+00:00,2023,2023-06-25,yes,yes,34,Travelers Championship,no,yes,pga
2026-07-13T05:31:47+00:00,2023,2023-06-18,yes,yes,26,U.S. Open,no,yes,pga
2026-07-13T05:31:47+00:00,2023,2023-06-11,yes,yes,32,RBC Canadian Open,no,yes,pga
2026-07-13T05:31:47+00:00,2023,2023-06-04,no,yes,2023125,Porsche European Open,no,no,euro
2026-07-13T05:31:47+00:00,2023,2023-06-04,yes,yes,23,the Memorial Tournament presented by Workday,no,yes,pga
2026-07-13T05:31:47+00:00,2023,2023-05-28,no,yes,2023124,KLM Open,no,no,euro
2026-07-13T05:31:47+00:00,2023,2023-05-28,yes,yes,21,Charles Schwab Challenge,no,yes,pga
2026-07-13T05:31:47+00:00,2023,2023-05-21,yes,yes,33,PGA Championship,no,yes,pga
2026-07-13T05:31:47+00:00,2023,2023-05-14,no,yes,2023122,Soudal Open,no,no,euro
2026-07-13T05:31:47+00:00,2023,2023-05-14,yes,yes,19,AT&T Byron Nelson,no,yes,pga
2026-07-13T05:31:47+00:00,2023,2023-05-07,yes,yes,480,Wells Fargo Championship,no,yes,pga
2026-07-13T05:31:47+00:00,2023,2023-05-07,no,yes,2023117,DS Automobiles Italian Open,no,no,euro
2026-07-13T05:31:47+00:00,2023,2023-04-30,no,yes,2023121,Korea Championship Presented by Genesis,no,no,euro
2026-07-13T05:31:47+00:00,2023,2023-04-30,yes,yes,540,Mexico Open at Vidanta,no,yes,pga
2026-07-13T05:31:47+00:00,2023,2023-04-23,no,yes,2023120,ISPS HANDA - CHAMPIONSHIP,no,no,euro
2026-07-13T05:31:47+00:00,2023,2023-04-16,yes,yes,12,RBC Heritage,no,yes,pga
2026-07-13T05:31:47+00:00,2023,2023-04-09,yes,yes,14,Masters Tournament,no,yes,pga
2026-07-13T05:31:47+00:00,2023,2023-04-02,yes,yes,41,Valero Texas Open,no,yes,pga
2026-07-13T05:31:47+00:00,2023,2023-03-26,no,yes,2023119,Jonsson Workwear Open,no,no,euro
2026-07-13T05:31:47+00:00,2023,2023-03-26,yes,yes,522,Corales Puntacana Championship,no,no,pga
2026-07-13T05:31:47+00:00,2023,2023-03-19,yes,yes,475,Valspar Championship,no,yes,pga
2026-07-13T05:31:47+00:00,2023,2023-03-19,no,yes,2023118,SDC Championship,no,no,euro
2026-07-13T05:31:47+00:00,2023,2023-03-12,yes,yes,11,THE PLAYERS Championship,no,yes,pga
2026-07-13T05:31:47+00:00,2023,2023-03-12,no,yes,2023114,Magical Kenya Open,no,no,euro
2026-07-13T05:31:47+00:00,2023,2023-03-05,no,yes,483,Puerto Rico Open,no,no,pga
2026-07-13T05:31:47+00:00,2023,2023-03-05,yes,yes,9,Arnold Palmer Invitational presented by Mastercard,no,yes,pga
2026-07-13T05:31:47+00:00,2023,2023-02-26,yes,yes,10,The Honda Classic,no,yes,pga
2026-07-13T05:31:47+00:00,2023,2023-02-26,no,yes,2023112,Hero Indian Open,no,no,euro
2026-07-13T05:31:47+00:00,2023,2023-02-19,yes,yes,7,The Genesis Invitational,no,yes,pga
2026-07-13T05:31:47+00:00,2023,2023-02-19,no,yes,2023111,Thailand Classic,no,no,euro
2026-07-13T05:31:47+00:00,2023,2023-02-12,yes,yes,3,WM Phoenix Open,no,yes,pga
2026-07-13T05:31:47+00:00,2023,2023-02-12,no,yes,2023110,Singapore Classic,no,no,euro
2026-07-13T05:31:47+00:00,2023,2023-02-05,yes,yes,5,AT&T Pebble Beach Pro-Am,no,yes,pga
2026-07-13T05:31:47+00:00,2023,2023-02-05,no,yes,2023109,Ras Al Khaimah Championship,no,no,euro
2026-07-13T05:31:47+00:00,2023,2023-01-29,no,yes,2023108,Hero Dubai Desert Classic,no,no,euro
2026-07-13T05:31:47+00:00,2023,2023-01-28,yes,yes,4,Farmers Insurance Open,no,yes,pga
2026-07-13T05:31:47+00:00,2023,2023-01-22,no,yes,2023107,Abu Dhabi HSBC Championship,no,no,euro
2026-07-13T05:31:47+00:00,2023,2023-01-22,yes,yes,2,The American Express,no,yes,pga
2026-07-13T05:31:47+00:00,2023,2023-01-15,yes,yes,6,Sony Open in Hawaii,no,yes,pga
2026-07-13T05:31:47+00:00,2023,2023-01-08,yes,yes,16,Sentry Tournament of Champions,no,yes,pga
2026-07-13T05:31:47+00:00,2022,2022-12-18,no,yes,2023105,AfrAsia Bank Mauritius Open,no,no,euro
2026-07-13T05:31:47+00:00,2022,2022-12-11,no,yes,2023104,Alfred Dunhill Championship,no,no,euro
2026-07-13T05:31:47+00:00,2022,2022-12-04,no,yes,2023103,Investec South African Open Championship,no,no,euro
2026-07-13T05:31:47+00:00,2022,2022-12-04,yes,yes,478,Hero World Challenge,no,yes,pga
2026-07-13T05:31:47+00:00,2022,2022-11-27,no,yes,2023101,Joburg Open,no,no,euro
2026-07-13T05:31:47+00:00,2022,2022-11-20,yes,yes,493,The RSM Classic,no,yes,pga
2026-07-13T05:31:47+00:00,2022,2022-11-20,no,yes,2022143,DP World Tour Championship,no,no,euro
2026-07-13T05:31:47+00:00,2022,2022-11-13,yes,yes,20,Cadence Bank Houston Open,no,yes,pga
2026-07-13T05:31:47+00:00,2022,2022-11-13,no,yes,2022145,Nedbank Golf Challenge,no,no,euro
2026-07-13T05:31:47+00:00,2022,2022-11-06,yes,yes,457,World Wide Technology Championship at Mayakoba,no,yes,pga
2026-07-13T05:31:47+00:00,2022,2022-10-30,no,yes,2022156,Portugal Masters,no,no,euro
2026-07-13T05:31:47+00:00,2022,2022-10-30,yes,yes,528,Butterfield Bermuda Championship,no,yes,pga
2026-07-13T05:31:47+00:00,2022,2022-10-23,yes,yes,521,THE CJ CUP in South Carolina,no,yes,pga
2026-07-13T05:31:47+00:00,2022,2022-10-23,no,yes,2022140,Mallorca Golf Open,no,no,euro
2026-07-13T05:31:47+00:00,2022,2022-10-16,yes,yes,527,ZOZO CHAMPIONSHIP,no,yes,pga
2026-07-13T05:31:47+00:00,2022,2022-10-16,no,yes,2022139,Estrella Damm N.A. Andalucía  Masters,no,no,euro
2026-07-13T05:31:47+00:00,2022,2022-10-09,no,yes,2022138,acciona Open de España presented by Madrid,no,no,euro
2026-07-13T05:31:47+00:00,2022,2022-10-09,yes,yes,47,Shriners Children's Open,no,yes,pga
2026-07-13T05:31:47+00:00,2022,2022-10-02,no,yes,2022137,Alfred Dunhill Links Championship,no,no,euro
2026-07-13T05:31:47+00:00,2022,2022-10-02,yes,yes,54,Sanderson Farms Championship,no,yes,pga
2026-07-13T05:31:47+00:00,2022,2022-09-25,no,yes,2022136,Cazoo Open de France,no,no,euro
2026-07-13T05:31:47+00:00,2022,2022-09-18,no,yes,2022135,DS Automobiles Italian Open,no,no,euro
2026-07-13T05:31:47+00:00,2022,2022-09-18,yes,yes,464,Fortinet Championship,no,yes,pga
2026-07-13T05:31:47+00:00,2022,2022-09-11,no,yes,2022134,BMW PGA Championship,no,no,euro
2026-07-13T05:31:47+00:00,2022,2022-09-04,no,yes,2022133,Made in HimmerLand,no,no,euro
2026-07-13T05:31:47+00:00,2022,2022-08-28,no,yes,2022132,Omega European Masters,no,no,euro
2026-07-13T05:31:47+00:00,2022,2022-08-28,yes,yes,60,TOUR Championship,no,yes,pga
2026-07-13T05:31:47+00:00,2022,2022-08-21,no,yes,2022131,D+D Real Czech Masters,no,no,euro
2026-07-13T05:31:47+00:00,2022,2022-08-21,yes,yes,28,BMW Championship,no,yes,pga
2026-07-13T05:31:47+00:00,2022,2022-08-14,yes,yes,27,FedEx St. Jude Championship,no,yes,pga
2026-07-13T05:31:47+00:00,2022,2022-08-14,no,yes,2022130,ISPS Handa World Invitational presented by AVIV Clinics,no,no,euro
2026-07-13T05:31:47+00:00,2022,2022-08-07,no,yes,2022129,Cazoo Open supported by Gareth Bale,no,no,euro
2026-07-13T05:31:47+00:00,2022,2022-08-07,yes,yes,13,Wyndham Championship,no,yes,pga
2026-07-13T05:31:47+00:00,2022,2022-07-31,no,yes,2022128,Hero Open,no,no,euro
2026-07-13T05:31:47+00:00,2022,2022-07-31,yes,yes,524,Rocket Mortgage Classic,no,yes,pga
2026-07-13T05:31:47+00:00,2022,2022-07-24,yes,yes,525,3M Open,no,yes,pga
2026-07-13T05:31:47+00:00,2022,2022-07-24,no,yes,2022127,Cazoo Classic,no,no,euro
2026-07-13T05:31:47+00:00,2022,2022-07-17,yes,yes,100,The Open Championship,no,yes,pga
2026-07-13T05:31:47+00:00,2022,2022-07-10,yes,yes,541,Genesis Scottish Open,no,yes,pga
2026-07-13T05:31:47+00:00,2022,2022-07-10,no,yes,518,Barbasol Championship,no,yes,pga
2026-07-13T05:31:47+00:00,2022,2022-07-03,no,yes,2022122,Horizon Irish Open,no,no,euro
2026-07-13T05:31:47+00:00,2022,2022-07-03,yes,yes,30,John Deere Classic,no,yes,pga
2026-07-13T05:31:47+00:00,2022,2022-06-26,yes,yes,34,Travelers Championship,no,yes,pga
2026-07-13T05:31:47+00:00,2022,2022-06-26,no,yes,2022121,BMW International Open,no,no,euro
2026-07-13T05:31:47+00:00,2022,2022-06-19,yes,yes,26,U.S. Open,no,yes,pga
2026-07-13T05:31:47+00:00,2022,2022-06-12,yes,yes,32,RBC Canadian Open,no,yes,pga
2026-07-13T05:31:47+00:00,2022,2022-06-05,no,yes,2022118,Porsche European Open,no,no,euro
2026-07-13T05:31:47+00:00,2022,2022-06-05,yes,yes,23,the Memorial Tournament presented by Workday,no,yes,pga
2026-07-13T05:31:47+00:00,2022,2022-05-29,yes,yes,21,Charles Schwab Challenge,no,yes,pga
2026-07-13T05:31:47+00:00,2022,2022-05-29,no,yes,2022117,Dutch Open,no,no,euro
2026-07-13T05:31:47+00:00,2022,2022-05-22,yes,yes,33,PGA Championship,no,yes,pga
2026-07-13T05:31:47+00:00,2022,2022-05-15,no,yes,2022115,Soudal Open,no,no,euro
2026-07-13T05:31:47+00:00,2022,2022-05-15,yes,yes,19,AT&T Byron Nelson,no,yes,pga
2026-07-13T05:31:47+00:00,2022,2022-05-08,no,yes,2022114,Betfred British Masters hosted by Danny Willett,no,no,euro
2026-07-13T05:31:47+00:00,2022,2022-05-08,yes,yes,480,Wells Fargo Championship,no,yes,pga
2026-07-13T05:31:47+00:00,2022,2022-05-01,yes,yes,540,Mexico Open at Vidanta,no,yes,pga
2026-07-13T05:31:47+00:00,2022,2022-05-01,no,yes,2022151,Catalunya Championship,no,no,euro
2026-07-13T05:31:47+00:00,2022,2022-04-24,no,yes,2022149,ISPS Handa Championship in Spain,no,no,euro
2026-07-13T05:31:47+00:00,2022,2022-04-17,yes,yes,12,RBC Heritage,no,yes,pga
2026-07-13T05:31:47+00:00,2022,2022-04-10,yes,yes,14,The Masters,no,yes,pga
2026-07-13T05:31:47+00:00,2022,2022-04-03,yes,yes,41,Valero Texas Open,no,yes,pga
2026-07-13T05:31:47+00:00,2022,2022-03-27,no,yes,2022106,Commercial Bank Qatar Masters,no,no,euro
2026-07-13T05:31:47+00:00,2022,2022-03-27,yes,yes,522,Corales Puntacana Championship,no,yes,pga
2026-07-13T05:31:47+00:00,2022,2022-03-20,yes,yes,475,Valspar Championship,no,yes,pga
2026-07-13T05:31:47+00:00,2022,2022-03-20,no,yes,2022147,Steyn City Championship,no,no,euro
2026-07-13T05:31:47+00:00,2022,2022-03-13,no,yes,2022146,MyGolfLife Open hosted by Pecanwood,no,no,euro
2026-07-13T05:31:47+00:00,2022,2022-03-13,yes,yes,11,THE PLAYERS Championship,no,yes,pga
2026-07-13T05:31:47+00:00,2022,2022-03-06,no,yes,2022108,Magical Kenya Open,no,no,euro
2026-07-13T05:31:47+00:00,2022,2022-03-06,no,yes,483,Puerto Rico Open,no,yes,pga
2026-07-13T05:31:47+00:00,2022,2022-03-06,yes,yes,9,Arnold Palmer Invitational presented by Mastercard,no,yes,pga
2026-07-13T05:31:47+00:00,2022,2022-02-27,yes,yes,10,The Honda Classic,no,yes,pga
2026-07-13T05:31:47+00:00,2022,2022-02-20,yes,yes,7,The Genesis Invitational,no,yes,pga
2026-07-13T05:31:47+00:00,2022,2022-02-13,no,yes,2022148,Ras al Khaimah Classic ,no,no,euro
2026-07-13T05:31:47+00:00,2022,2022-02-13,yes,yes,3,WM Phoenix Open,no,yes,pga
2026-07-13T05:31:47+00:00,2022,2022-02-06,no,yes,2022105,Ras al Khaimah Championship presented by Phoenix Capital,no,no,euro
2026-07-13T05:31:47+00:00,2022,2022-02-06,yes,yes,5,AT&T Pebble Beach Pro-Am,no,yes,pga
2026-07-13T05:31:47+00:00,2022,2022-01-30,no,yes,2022104,Slync.io Dubai Desert Classic,no,no,euro
2026-07-13T05:31:47+00:00,2022,2022-01-29,yes,yes,4,Farmers Insurance Open,no,yes,pga
2026-07-13T05:31:47+00:00,2022,2022-01-23,yes,yes,2,The American Express,no,yes,pga
2026-07-13T05:31:47+00:00,2022,2022-01-23,no,yes,2022103,Abu Dhabi HSBC Championship,no,no,euro
2026-07-13T05:31:47+00:00,2022,2022-01-16,yes,yes,6,Sony Open in Hawaii,no,yes,pga
2026-07-13T05:31:47+00:00,2022,2022-01-09,yes,yes,16,Sentry Tournament of Champions,no,yes,pga
2026-07-13T05:31:47+00:00,2021,2021-12-05,no,yes,478,Hero World Challenge,no,yes,pga
2026-07-13T05:31:47+00:00,2021,2021-11-28,no,yes,2022100,Joburg Open,no,no,euro
2026-07-13T05:31:47+00:00,2021,2021-11-21,yes,yes,493,The RSM Classic,no,yes,pga
2026-07-13T05:31:47+00:00,2021,2021-11-21,no,yes,2021143,"DP WORLD TOUR CHAMPIONSHIP, DUBAI",no,no,euro
2026-07-13T05:31:47+00:00,2021,2021-11-14,no,yes,2021157,AVIV Dubai Championship,no,no,euro
2026-07-13T05:31:47+00:00,2021,2021-11-14,yes,yes,20,Hewlett Packard Enterprise Houston Open,no,yes,pga
2026-07-13T05:31:47+00:00,2021,2021-11-07,no,yes,2021156,Portugal Masters,no,no,euro
2026-07-13T05:31:47+00:00,2021,2021-11-07,yes,yes,457,World Wide Technology Championship at Mayakoba,no,yes,pga
2026-07-13T05:31:47+00:00,2021,2021-10-31,yes,yes,528,Butterfield Bermuda Championship,no,yes,pga
2026-07-13T05:31:47+00:00,2021,2021-10-24,no,yes,2021155,Mallorca Golf Open,no,no,euro
2026-07-13T05:31:47+00:00,2021,2021-10-24,yes,yes,527,ZOZO CHAMPIONSHIP,no,yes,pga
2026-07-13T05:31:47+00:00,2021,2021-10-17,yes,yes,521,THE CJ CUP @ SUMMIT,no,no,pga
2026-07-13T05:31:47+00:00,2021,2021-10-17,no,no,2021137,Estrella Damm N.A. Andalucía Masters,no,no,euro
2026-07-13T05:31:47+00:00,2021,2021-10-10,no,no,2021136,ACCIONA Open de España,no,no,euro
2026-07-13T05:31:47+00:00,2021,2021-10-10,yes,yes,47,Shriners Children's Open,no,no,pga
2026-07-13T05:31:47+00:00,2021,2021-10-03,no,no,2021135,Alfred Dunhill Links Championship,no,no,euro
2026-07-13T05:31:47+00:00,2021,2021-10-03,yes,yes,54,Sanderson Farms Championship,no,no,pga
2026-07-13T05:31:47+00:00,2021,2021-09-19,no,no,2021133,Dutch Open,no,no,euro
2026-07-13T05:31:47+00:00,2021,2021-09-19,yes,yes,464,Fortinet Championship,no,no,pga
2026-07-13T05:31:47+00:00,2021,2021-09-12,no,no,2021132,BMW PGA CHAMPIONSHIP,no,no,euro
2026-07-13T05:31:47+00:00,2021,2021-09-05,no,no,2021131,DS Automobiles Italian Open,no,no,euro
2026-07-13T05:31:47+00:00,2021,2021-09-05,yes,yes,60,TOUR Championship,no,no,pga
2026-07-13T05:31:47+00:00,2021,2021-08-29,yes,yes,28,BMW Championship,no,no,pga
2026-07-13T05:31:47+00:00,2021,2021-08-29,no,no,2021130,Omega European Masters,no,no,euro
2026-07-13T05:31:47+00:00,2021,2021-08-22,yes,yes,27,THE NORTHERN TRUST,no,no,pga
2026-07-13T05:31:47+00:00,2021,2021-08-22,no,no,2021129,D+D Real Czech Masters,no,no,euro
