player_1,player_2,win_percent,wins_of_10000
Adam Schenk,Nick Dunlap,47.7,4768
Adam Schenk,Nico Echavarria,28.4,2841
Adam Schenk,Austin Eckroat,35.6,3561
Adam Schenk,Harris English,26.3,2627
Adam Schenk,Tony Finau,38.9,3894
Adam Schenk,Patrick Fishburn,32.1,3212
Adam Schenk,Steven Fisk,42.2,4219
Adam Schenk,Alex Fitzpatrick,18.2,1815
Adam Schenk,Brice Garnett,34.7,3467
Adam Schenk,Ryan Gerard,19.0,1900
Adam Schenk,Doug Ghim,21.1,2115
Adam Schenk,Lucas Glover,32.0,3202
Adam Schenk,Max Greyserman,39.8,3977
Adam Schenk,Ben Griffin,18.7,1874
Adam Schenk,Lanto Griffin,41.0,4101
Adam Schenk,Emiliano Grillo,21.4,2139
Adam Schenk,Harry Hall,42.7,4272
Adam Schenk,Brian Harman,22.3,2225
Adam Schenk,Garrick Higgo,47.0,4700
Adam Schenk,Joe Highsmith,46.0,4596
Adam Schenk,Kensei Hirata,51.7,5166
Adam Schenk,Ryo Hisatsune,28.1,2808
Adam Schenk,Lee Hodges,27.3,2730
Adam Schenk,Rico Hoey,34.0,3403
Adam Schenk,Tom Hoge,34.0,3398
Adam Schenk,Rasmus Hojgaard,43.0,4303
Adam Schenk,Billy Horschel,29.1,2907
Adam Schenk,Beau Hossler,30.0,3004
Adam Schenk,Mark Hubbard,36.0,3600
Adam Schenk,Mackenzie Hughes,30.0,3004
Adam Schenk,Sungjae Im,29.9,2988
Adam Schenk,Stephan Jaeger,43.8,4375
Adam Schenk,Ben James,25.7,2568
Adam Schenk,Takumi Kanaya,35.8,3581
Adam Schenk,Jeffrey Kang,42.1,4208
Adam Schenk,Johnny Keefer,31.1,3108
Adam Schenk,Michael Kim,28.6,2864
Adam Schenk,Tom Kim,17.5,1748
Adam Schenk,Chris Kirk,32.7,3267
Adam Schenk,Patton Kizzire,73.0,7300
Adam Schenk,Brooks Koepka,29.5,2950
Adam Schenk,Ben Kohles,16.5,1653
Adam Schenk,Jackson Koivun,18.6,1862
Adam Schenk,Matt Kuchar,23.9,2393
Adam Schenk,Christo Lamprecht,75.5,7551
Adam Schenk,Hank Lebioda,44.7,4473
Adam Schenk,Haotong Li,48.9,4885
Adam Schenk,David Lipsky,33.8,3380
Adam Schenk,Luke List,37.7,3766
Adam Schenk,Justin Lower,39.6,3961
Adam Schenk,Peter Malnati,54.5,5448
Adam Schenk,Hideki Matsuyama,19.6,1961
Adam Schenk,Denny McCarthy,28.5,2854
Adam Schenk,Matt McCarty,33.5,3352
Adam Schenk,Max McGreevy,28.5,2846
Adam Schenk,Maverick McNealy,27.5,2751
Adam Schenk,Mac Meissner,25.1,2509
Adam Schenk,Keith Mitchell,27.9,2793
Adam Schenk,Taylor Moore,39.9,3991
Adam Schenk,William Mouw,31.4,3136
Adam Schenk,Rasmus Neergaard-Petersen,28.4,2842
Adam Schenk,Alex Noren,30.0,2997
Adam Schenk,Andrew Novak,37.4,3741
Adam Schenk,Pontus Nyholm,47.9,4790
Adam Schenk,Thorbjorn Olesen,44.3,4428
Adam Schenk,John Parry,37.4,3743
Adam Schenk,Matthieu Pavon,42.5,4251
Adam Schenk,Taylor Pendrith,42.3,4231
Adam Schenk,Marco Penge,31.2,3121
Adam Schenk,Chandler Phillips,32.4,3242
Adam Schenk,J.T. Poston,21.8,2181
Adam Schenk,Aldrich Potgieter,44.2,4418
Adam Schenk,Seamus Power,37.6,3761
Adam Schenk,Andrew Putnam,31.0,3102
Adam Schenk,Aaron Rai,19.0,1896
Adam Schenk,Chad Ramey,52.5,5249
Adam Schenk,Davis Riley,46.2,4619
Adam Schenk,Patrick Rodgers,50.7,5066
Adam Schenk,Kevin Roy,38.3,3827
Adam Schenk,Marcelo Rozo,46.2,4616
Adam Schenk,Adrien Saddier,39.5,3951
Adam Schenk,Gordon Sargent,47.6,4762
Adam Schenk,Matti Schmid,44.6,4465
Adam Schenk,Ben Silverman,34.5,3451
Adam Schenk,Webb Simpson,49.2,4920
Adam Schenk,Alex Smalley,29.8,2982
Adam Schenk,Jordan Smith,23.5,2347
Adam Schenk,Austin Smotherman,44.0,4398
Adam Schenk,Brandt Snedeker,29.2,2919
Adam Schenk,Jordan Spieth,37.6,3755
Adam Schenk,Sam Stevens,41.5,4149
Adam Schenk,Sepp Straka,38.3,3827
Adam Schenk,Kevin Streelman,33.7,3373
Adam Schenk,Jackson Suber,26.0,2602
Adam Schenk,Adam Svensson,42.6,4265
Adam Schenk,Jesper Svensson,40.1,4010
Adam Schenk,Nick Taylor,27.1,2713
Adam Schenk,Sahith Theegala,32.1,3207
Adam Schenk,Justin Thomas,18.2,1823
Adam Schenk,Davis Thompson,26.4,2639
Adam Schenk,Alejandro Tosti,57.4,5736
Adam Schenk,Erik van Rooyen,34.8,3481
Adam Schenk,John VanDerLaan,46.6,4659
Adam Schenk,Karl Vilips,45.7,4567
Adam Schenk,Camilo Villegas,38.6,3865
Adam Schenk,Danny Walker,62.7,6265
Adam Schenk,Matt Wallace,26.2,2616
Adam Schenk,Vince Whaley,50.3,5031
Adam Schenk,Aaron Wise,31.1,3106
Adam Schenk,Dylan Wu,43.6,4362
Adam Schenk,Cameron Young,18.1,1806
Adam Schenk,Kevin Yu,26.6,2658
Matti Schmid,Zach Bauchou,36.2,3624
Matti Schmid,Christiaan Bezuidenhout,28.1,2807
Matti Schmid,Daniel Berger,50.3,5028
Matti Schmid,Zac Blair,24.7,2473
Matti Schmid,Chandler Blanchet,44.2,4423
Matti Schmid,Keegan Bradley,27.1,2709
Matti Schmid,Michael Brennan,34.4,3444
Matti Schmid,Brian Campbell,48.1,4811
Matti Schmid,Rafael Campos,54.6,5455
Matti Schmid,Ricky Castillo,35.4,3542
Matti Schmid,Bud Cauley,23.6,2362
Matti Schmid,Davis Chatfield,35.5,3549
Matti Schmid,Luke Clanton,39.5,3953
Matti Schmid,Eric Cole,31.7,3169
Matti Schmid,Pierceson Coody,46.4,4641
Matti Schmid,Joel Dahmen,33.3,3330
Matti Schmid,Cam Davis,59.6,5959
Matti Schmid,Jason Day,46.5,4651
Matti Schmid,Zecheng Dou,42.9,4288
Matti Schmid,Adrien Dumont de Chassart,46.3,4627
Matti Schmid,Nick Dunlap,53.0,5304
Matti Schmid,Nico Echavarria,33.1,3313
Matti Schmid,Austin Eckroat,40.7,4074
Matti Schmid,Harris English,30.8,3084
Matti Schmid,Tony Finau,44.2,4418
Matti Schmid,Patrick Fishburn,37.1,3708
Matti Schmid,Steven Fisk,47.5,4751
Matti Schmid,Alex Fitzpatrick,21.9,2192
Matti Schmid,Brice Garnett,39.8,3975
Matti Schmid,Ryan Gerard,22.9,2286
Matti Schmid,Doug Ghim,25.2,2525
Matti Schmid,Lucas Glover,37.0,3697
Matti Schmid,Max Greyserman,45.0,4504
Matti Schmid,Ben Griffin,22.6,2257
Matti Schmid,Lanto Griffin,46.3,4631
Matti Schmid,Emiliano Grillo,25.5,2552
Matti Schmid,Harry Hall,48.1,4805
Matti Schmid,Brian Harman,26.5,2647
Matti Schmid,Garrick Higgo,52.4,5236
Matti Schmid,Joe Highsmith,51.3,5133
Matti Schmid,Kensei Hirata,57.0,5700
Matti Schmid,Ryo Hisatsune,32.8,3278
Matti Schmid,Lee Hodges,32.0,3195
Matti Schmid,Rico Hoey,39.1,3908
Matti Schmid,Tom Hoge,39.0,3904
Matti Schmid,Rasmus Hojgaard,48.4,4836
Matti Schmid,Billy Horschel,33.8,3384
Matti Schmid,Beau Hossler,34.9,3488
Matti Schmid,Mark Hubbard,41.1,4115
Matti Schmid,Mackenzie Hughes,34.9,3488
Matti Schmid,Sungjae Im,34.7,3471
Matti Schmid,Stephan Jaeger,49.1,4910
Matti Schmid,Ben James,30.2,3020
Matti Schmid,Takumi Kanaya,40.9,4095
Matti Schmid,Jeffrey Kang,47.4,4740
Matti Schmid,Johnny Keefer,36.0,3597
Matti Schmid,Michael Kim,33.4,3338
Matti Schmid,Tom Kim,21.2,2117
Matti Schmid,Chris Kirk,37.7,3766
Matti Schmid,Patton Kizzire,77.3,7726
Matti Schmid,Brooks Koepka,34.3,3431
Matti Schmid,Ben Kohles,20.1,2009
Matti Schmid,Jackson Koivun,22.4,2244
Matti Schmid,Matt Kuchar,28.3,2830
Matti Schmid,Christo Lamprecht,79.5,7954
Matti Schmid,Hank Lebioda,50.1,5008
Matti Schmid,Haotong Li,54.2,5421
Matti Schmid,David Lipsky,38.8,3884
Matti Schmid,Luke List,42.9,4287
Matti Schmid,Justin Lower,44.9,4487
Matti Schmid,Peter Malnati,59.8,5976
Matti Schmid,Hideki Matsuyama,23.5,2354
Matti Schmid,Denny McCarthy,33.3,3327
Matti Schmid,Matt McCarty,38.6,3855
Matti Schmid,Max McGreevy,33.2,3319
Matti Schmid,Maverick McNealy,32.2,3217
Matti Schmid,Mac Meissner,29.6,2956
Matti Schmid,Keith Mitchell,32.6,3262
Matti Schmid,Taylor Moore,45.2,4518
Matti Schmid,William Mouw,36.3,3627
Matti Schmid,Rasmus Neergaard-Petersen,33.2,3315
Matti Schmid,Alex Noren,34.8,3480
Matti Schmid,Andrew Novak,42.6,4261
Matti Schmid,Pontus Nyholm,53.3,5327
Matti Schmid,Thorbjorn Olesen,49.6,4963
Matti Schmid,John Parry,42.6,4263
Matti Schmid,Matthieu Pavon,47.8,4783
Matti Schmid,Taylor Pendrith,47.6,4764
Matti Schmid,Marco Penge,36.1,3612
Matti Schmid,Chandler Phillips,37.4,3739
Matti Schmid,J.T. Poston,26.0,2597
Matti Schmid,Aldrich Potgieter,49.5,4952
Matti Schmid,Seamus Power,42.8,4282
Matti Schmid,Andrew Putnam,35.9,3591
Matti Schmid,Aaron Rai,22.8,2282
Matti Schmid,Chad Ramey,57.8,5781
Matti Schmid,Davis Riley,51.5,5155
Matti Schmid,Patrick Rodgers,56.0,5600
Matti Schmid,Kevin Roy,43.5,4349
Matti Schmid,Marcelo Rozo,51.5,5152
Matti Schmid,Adrien Saddier,44.8,4477
Matti Schmid,Gordon Sargent,53.0,5298
Matti Schmid,Adam Schenk,55.4,5535
Matti Schmid,Ben Silverman,39.6,3958
Matti Schmid,Webb Simpson,54.6,5456
Matti Schmid,Alex Smalley,34.6,3464
Matti Schmid,Jordan Smith,27.8,2780
Matti Schmid,Austin Smotherman,49.3,4932
Matti Schmid,Brandt Snedeker,34.0,3397
Matti Schmid,Jordan Spieth,42.8,4275
Matti Schmid,Sam Stevens,46.8,4680
Matti Schmid,Sepp Straka,43.5,4350
Matti Schmid,Kevin Streelman,38.8,3877
Matti Schmid,Jackson Suber,30.6,3057
Matti Schmid,Adam Svensson,48.0,4797
Matti Schmid,Jesper Svensson,45.4,4537
Matti Schmid,Nick Taylor,31.8,3176
Matti Schmid,Sahith Theegala,37.0,3702
Matti Schmid,Justin Thomas,22.0,2201
Matti Schmid,Davis Thompson,31.0,3097
Matti Schmid,Alejandro Tosti,62.6,6256
Matti Schmid,Erik van Rooyen,39.9,3990
Matti Schmid,John VanDerLaan,52.0,5196
Matti Schmid,Karl Vilips,51.0,5103
Matti Schmid,Camilo Villegas,43.9,4388
Matti Schmid,Danny Walker,67.6,6763
Matti Schmid,Matt Wallace,30.7,3072
Matti Schmid,Vince Whaley,55.7,5566
Matti Schmid,Aaron Wise,36.0,3596
Matti Schmid,Dylan Wu,49.0,4896
Matti Schmid,Cameron Young,21.8,2181
Matti Schmid,Kevin Yu,31.2,3117
Ben Silverman,Zach Bauchou,46.5,4649
Ben Silverman,Christiaan Bezuidenhout,37.6,3758
Ben Silverman,Daniel Berger,60.7,6068
Ben Silverman,Zac Blair,33.8,3377
Ben Silverman,Chandler Blanchet,54.7,5473
Ben Silverman,Keegan Bradley,36.5,3646
Ben Silverman,Michael Brennan,44.6,4458
Ben Silverman,Brian Campbell,58.6,5858
Ben Silverman,Rafael Campos,64.7,6475
Ben Silverman,Ricky Castillo,45.6,4563
Ben Silverman,Bud Cauley,32.5,3247
Ben Silverman,Davis Chatfield,45.7,4570
Ben Silverman,Luke Clanton,49.9,4994
Ben Silverman,Eric Cole,41.6,4159
Ben Silverman,Pierceson Coody,56.9,5690
Ben Silverman,Joel Dahmen,43.3,4335
Ben Silverman,Cam Davis,69.4,6939
Ben Silverman,Jason Day,57.0,5701
Ben Silverman,Zecheng Dou,53.4,5337
Ben Silverman,Adrien Dumont de Chassart,56.8,5677
Ben Silverman,Nick Dunlap,63.3,6332
Ben Silverman,Nico Echavarria,43.2,4317
Ben Silverman,Austin Eckroat,51.2,5119
Ben Silverman,Harris English,40.7,4066
Ben Silverman,Tony Finau,54.7,5469
Ben Silverman,Patrick Fishburn,47.4,4738
Ben Silverman,Steven Fisk,58.0,5799
Ben Silverman,Alex Fitzpatrick,30.5,3047
Ben Silverman,Brice Garnett,50.2,5017
Ben Silverman,Ryan Gerard,31.6,3159
Ben Silverman,Doug Ghim,34.4,3436
Ben Silverman,Lucas Glover,47.3,4727
Ben Silverman,Max Greyserman,55.5,5554
Ben Silverman,Ben Griffin,31.2,3125
Ben Silverman,Lanto Griffin,56.8,5681
Ben Silverman,Emiliano Grillo,34.7,3467
Ben Silverman,Harry Hall,58.5,5852
Ben Silverman,Brian Harman,35.8,3576
Ben Silverman,Garrick Higgo,62.7,6268
Ben Silverman,Joe Highsmith,61.7,6169
Ben Silverman,Kensei Hirata,67.0,6702
Ben Silverman,Ryo Hisatsune,42.8,4279
Ben Silverman,Lee Hodges,41.9,4188
Ben Silverman,Rico Hoey,49.5,4948
Ben Silverman,Tom Hoge,49.4,4943
Ben Silverman,Rasmus Hojgaard,58.8,5882
Ben Silverman,Billy Horschel,43.9,4393
Ben Silverman,Beau Hossler,45.0,4505
Ben Silverman,Mark Hubbard,51.6,5161
Ben Silverman,Mackenzie Hughes,45.0,4505
Ben Silverman,Sungjae Im,44.9,4486
Ben Silverman,Stephan Jaeger,59.5,5954
Ben Silverman,Ben James,40.0,3996
Ben Silverman,Takumi Kanaya,51.4,5140
Ben Silverman,Jeffrey Kang,57.9,5788
Ben Silverman,Johnny Keefer,46.2,4622
Ben Silverman,Michael Kim,43.4,4343
Ben Silverman,Tom Kim,29.6,2958
Ben Silverman,Chris Kirk,48.0,4799
Ben Silverman,Patton Kizzire,84.4,8441
Ben Silverman,Brooks Koepka,44.4,4443
Ben Silverman,Ben Kohles,28.3,2829
Ben Silverman,Jackson Koivun,31.1,3109
Ben Silverman,Matt Kuchar,37.8,3783
Ben Silverman,Christo Lamprecht,86.2,8620
Ben Silverman,Hank Lebioda,60.5,6050
Ben Silverman,Haotong Li,64.4,6443
Ben Silverman,David Lipsky,49.2,4923
Ben Silverman,Luke List,53.4,5336
Ben Silverman,Justin Lower,55.4,5538
Ben Silverman,Peter Malnati,69.5,6954
Ben Silverman,Hideki Matsuyama,32.4,3239
Ben Silverman,Denny McCarthy,43.3,4332
Ben Silverman,Matt McCarty,48.9,4893
Ben Silverman,Max McGreevy,43.2,4322
Ben Silverman,Maverick McNealy,42.1,4212
Ben Silverman,Mac Meissner,39.2,3924
Ben Silverman,Keith Mitchell,42.6,4261
Ben Silverman,Taylor Moore,55.7,5569
Ben Silverman,William Mouw,46.5,4653
Ben Silverman,Rasmus Neergaard-Petersen,43.2,4319
Ben Silverman,Alex Noren,45.0,4497
Ben Silverman,Andrew Novak,53.1,5310
Ben Silverman,Pontus Nyholm,63.5,6354
Ben Silverman,Thorbjorn Olesen,60.1,6006
Ben Silverman,John Parry,53.1,5312
Ben Silverman,Matthieu Pavon,58.3,5831
Ben Silverman,Taylor Pendrith,58.1,5812
Ben Silverman,Marco Penge,46.4,4637
Ben Silverman,Chandler Phillips,47.7,4772
Ben Silverman,J.T. Poston,35.2,3520
Ben Silverman,Aldrich Potgieter,60.0,5995
Ben Silverman,Seamus Power,53.3,5331
Ben Silverman,Andrew Putnam,46.2,4615
Ben Silverman,Aaron Rai,31.5,3154
Ben Silverman,Chad Ramey,67.8,6776
Ben Silverman,Davis Riley,61.9,6190
Ben Silverman,Patrick Rodgers,66.1,6610
Ben Silverman,Kevin Roy,54.0,5399
Ben Silverman,Marcelo Rozo,61.9,6188
Ben Silverman,Adrien Saddier,55.3,5527
Ben Silverman,Gordon Sargent,63.3,6327
Ben Silverman,Adam Schenk,65.5,6549
Ben Silverman,Matti Schmid,60.4,6042
Ben Silverman,Webb Simpson,64.8,6476
Ben Silverman,Alex Smalley,44.8,4479
Ben Silverman,Jordan Smith,37.3,3727
Ben Silverman,Austin Smotherman,59.8,5976
Ben Silverman,Brandt Snedeker,44.1,4408
Ben Silverman,Jordan Spieth,53.2,5325
Ben Silverman,Sam Stevens,57.3,5729
Ben Silverman,Sepp Straka,54.0,5400
Ben Silverman,Kevin Streelman,49.2,4915
Ben Silverman,Jackson Suber,40.4,4037
Ben Silverman,Adam Svensson,58.4,5845
Ben Silverman,Jesper Svensson,55.9,5588
Ben Silverman,Nick Taylor,41.7,4167
Ben Silverman,Sahith Theegala,47.3,4733
Ben Silverman,Justin Thomas,30.6,3058
Ben Silverman,Davis Thompson,40.8,4080
Ben Silverman,Alejandro Tosti,72.0,7205
Ben Silverman,Erik van Rooyen,50.3,5033
Ben Silverman,John VanDerLaan,62.3,6229
Ben Silverman,Karl Vilips,61.4,6141
Ben Silverman,Camilo Villegas,54.4,5439
Ben Silverman,Danny Walker,76.5,7647
Ben Silverman,Matt Wallace,40.5,4053
Ben Silverman,Vince Whaley,65.8,6578
Ben Silverman,Aaron Wise,46.2,4620
Ben Silverman,Dylan Wu,59.4,5941
Ben Silverman,Cameron Young,30.4,3035
Ben Silverman,Kevin Yu,41.0,4102
Webb Simpson,Zach Bauchou,32.0,3203
Webb Simpson,Christiaan Bezuidenhout,24.3,2435
Webb Simpson,Daniel Berger,45.7,4572
Webb Simpson,Zac Blair,21.3,2126
Webb Simpson,Chandler Blanchet,39.7,3975
Webb Simpson,Keegan Bradley,23.4,2343
Webb Simpson,Michael Brennan,30.3,3033
Webb Simpson,Brian Campbell,43.6,4356
Webb Simpson,Rafael Campos,50.0,4999
Webb Simpson,Ricky Castillo,31.3,3126
Webb Simpson,Bud Cauley,20.2,2024
Webb Simpson,Davis Chatfield,31.3,3132
Webb Simpson,Luke Clanton,35.2,3519
Webb Simpson,Eric Cole,27.7,2773
Webb Simpson,Pierceson Coody,41.9,4189
Webb Simpson,Joel Dahmen,29.2,2924
Webb Simpson,Cam Davis,55.1,5510
Webb Simpson,Jason Day,42.0,4199
Webb Simpson,Zecheng Dou,38.4,3843
Webb Simpson,Adrien Dumont de Chassart,41.7,4175
Webb Simpson,Nick Dunlap,48.5,4847
Webb Simpson,Nico Echavarria,29.1,2909
Webb Simpson,Austin Eckroat,36.4,3636
Webb Simpson,Harris English,26.9,2692
Webb Simpson,Tony Finau,39.7,3971
Webb Simpson,Patrick Fishburn,32.8,3284
Webb Simpson,Steven Fisk,43.0,4297
Webb Simpson,Alex Fitzpatrick,18.7,1868
Webb Simpson,Brice Garnett,35.4,3541
Webb Simpson,Ryan Gerard,19.5,1954
Webb Simpson,Doug Ghim,21.7,2173
Webb Simpson,Lucas Glover,32.7,3273
Webb Simpson,Max Greyserman,40.5,4054
Webb Simpson,Ben Griffin,19.3,1928
Webb Simpson,Lanto Griffin,41.8,4179
Webb Simpson,Emiliano Grillo,22.0,2198
Webb Simpson,Harry Hall,43.5,4351
Webb Simpson,Brian Harman,22.9,2285
Webb Simpson,Garrick Higgo,47.8,4779
Webb Simpson,Joe Highsmith,46.8,4676
Webb Simpson,Kensei Hirata,52.5,5246
Webb Simpson,Ryo Hisatsune,28.8,2876
Webb Simpson,Lee Hodges,28.0,2797
Webb Simpson,Rico Hoey,34.8,3476
Webb Simpson,Tom Hoge,34.7,3472
Webb Simpson,Rasmus Hojgaard,43.8,4381
Webb Simpson,Billy Horschel,29.8,2975
Webb Simpson,Beau Hossler,30.7,3074
Webb Simpson,Mark Hubbard,36.8,3675
Webb Simpson,Mackenzie Hughes,30.7,3074
Webb Simpson,Sungjae Im,30.6,3058
Webb Simpson,Stephan Jaeger,44.5,4454
Webb Simpson,Ben James,26.3,2633
Webb Simpson,Takumi Kanaya,36.6,3656
Webb Simpson,Jeffrey Kang,42.9,4286
Webb Simpson,Johnny Keefer,31.8,3178
Webb Simpson,Michael Kim,29.3,2932
Webb Simpson,Tom Kim,18.0,1800
Webb Simpson,Chris Kirk,33.4,3339
Webb Simpson,Patton Kizzire,73.7,7366
Webb Simpson,Brooks Koepka,30.2,3020
Webb Simpson,Ben Kohles,17.0,1703
Webb Simpson,Jackson Koivun,19.2,1916
Webb Simpson,Matt Kuchar,24.6,2455
Webb Simpson,Christo Lamprecht,76.1,7613
Webb Simpson,Hank Lebioda,45.5,4552
Webb Simpson,Haotong Li,49.6,4965
Webb Simpson,David Lipsky,34.5,3453
Webb Simpson,Luke List,38.4,3842
Webb Simpson,Justin Lower,40.4,4038
Webb Simpson,Peter Malnati,55.3,5527
Webb Simpson,Hideki Matsuyama,20.2,2017
Webb Simpson,Denny McCarthy,29.2,2922
Webb Simpson,Matt McCarty,34.3,3425
Webb Simpson,Max McGreevy,29.1,2914
Webb Simpson,Maverick McNealy,28.2,2818
Webb Simpson,Mac Meissner,25.7,2573
Webb Simpson,Keith Mitchell,28.6,2860
Webb Simpson,Taylor Moore,40.7,4068
Webb Simpson,William Mouw,32.1,3207
Webb Simpson,Rasmus Neergaard-Petersen,29.1,2911
Webb Simpson,Alex Noren,30.7,3067
Webb Simpson,Andrew Novak,38.2,3817
Webb Simpson,Pontus Nyholm,48.7,4870
Webb Simpson,Thorbjorn Olesen,45.1,4507
Webb Simpson,John Parry,38.2,3819
Webb Simpson,Matthieu Pavon,43.3,4329
Webb Simpson,Taylor Pendrith,43.1,4310
Webb Simpson,Marco Penge,31.9,3193
Webb Simpson,Chandler Phillips,33.1,3314
Webb Simpson,J.T. Poston,22.4,2240
Webb Simpson,Aldrich Potgieter,45.0,4497
Webb Simpson,Seamus Power,38.4,3838
Webb Simpson,Andrew Putnam,31.7,3173
Webb Simpson,Aaron Rai,19.5,1951
Webb Simpson,Chad Ramey,53.3,5328
Webb Simpson,Davis Riley,47.0,4698
Webb Simpson,Patrick Rodgers,51.5,5145
Webb Simpson,Kevin Roy,39.0,3903
Webb Simpson,Marcelo Rozo,47.0,4695
Webb Simpson,Adrien Saddier,40.3,4028
Webb Simpson,Gordon Sargent,48.4,4841
Webb Simpson,Adam Schenk,50.8,5080
Webb Simpson,Matti Schmid,45.4,4544
Webb Simpson,Ben Silverman,35.2,3524
Webb Simpson,Alex Smalley,30.5,3052
Webb Simpson,Jordan Smith,24.1,2409
Webb Simpson,Austin Smotherman,44.8,4476
Webb Simpson,Brandt Snedeker,29.9,2988
Webb Simpson,Jordan Spieth,38.3,3831
Webb Simpson,Sam Stevens,42.3,4227
Webb Simpson,Sepp Straka,39.0,3904
Webb Simpson,Kevin Streelman,34.5,3446
Webb Simpson,Jackson Suber,26.7,2668
Webb Simpson,Adam Svensson,43.4,4343
Webb Simpson,Jesper Svensson,40.9,4087
Webb Simpson,Nick Taylor,27.8,2779
Webb Simpson,Sahith Theegala,32.8,3279
Webb Simpson,Justin Thomas,18.8,1877
Webb Simpson,Davis Thompson,27.0,2705
Webb Simpson,Alejandro Tosti,58.1,5814
Webb Simpson,Erik van Rooyen,35.6,3555
Webb Simpson,John VanDerLaan,47.4,4739
Webb Simpson,Karl Vilips,46.5,4647
Webb Simpson,Camilo Villegas,39.4,3942
Webb Simpson,Danny Walker,63.4,6341
Webb Simpson,Matt Wallace,26.8,2682
Webb Simpson,Vince Whaley,51.1,5111
Webb Simpson,Aaron Wise,31.8,3177
Webb Simpson,Dylan Wu,44.4,4441
Webb Simpson,Cameron Young,18.6,1859
Webb Simpson,Kevin Yu,27.2,2724
Alex Smalley,Zach Bauchou,51.7,5171
Alex Smalley,Christiaan Bezuidenhout,42.6,4264
Alex Smalley,Daniel Berger,65.6,6562
Alex Smalley,Zac Blair,38.7,3867
Alex Smalley,Chandler Blanchet,59.9,5986
Alex Smalley,Keegan Bradley,41.5,4148
Alex Smalley,Michael Brennan,49.8,4979
Alex Smalley,Brian Campbell,63.6,6359
Alex Smalley,Rafael Campos,69.5,6947
Alex Smalley,Ricky Castillo,50.8,5084
Alex Smalley,Bud Cauley,37.3,3731
Alex Smalley,Davis Chatfield,50.9,5091
Alex Smalley,Luke Clanton,55.2,5515
Alex Smalley,Eric Cole,46.8,4676
Alex Smalley,Pierceson Coody,62.0,6197
Alex Smalley,Joel Dahmen,48.5,4854
Alex Smalley,Cam Davis,73.8,7382
Alex Smalley,Jason Day,62.1,6207
Alex Smalley,Zecheng Dou,58.5,5853
Alex Smalley,Adrien Dumont de Chassart,61.8,6184
Alex Smalley,Nick Dunlap,68.1,6813
Alex Smalley,Nico Echavarria,48.4,4835
Alex Smalley,Austin Eckroat,56.4,5638
Alex Smalley,Harris English,45.8,4580
Alex Smalley,Tony Finau,59.8,5982
Alex Smalley,Patrick Fishburn,52.6,5260
Alex Smalley,Steven Fisk,63.0,6302
Alex Smalley,Alex Fitzpatrick,35.2,3520
Alex Smalley,Brice Garnett,55.4,5538
Alex Smalley,Ryan Gerard,36.4,3638
Alex Smalley,Doug Ghim,39.3,3929
Alex Smalley,Lucas Glover,52.5,5248
Alex Smalley,Max Greyserman,60.7,6065
Alex Smalley,Ben Griffin,36.0,3602
Alex Smalley,Lanto Griffin,61.9,6188
Alex Smalley,Emiliano Grillo,39.6,3962
Alex Smalley,Harry Hall,63.5,6354
Alex Smalley,Brian Harman,40.7,4075
Alex Smalley,Garrick Higgo,67.5,6752
Alex Smalley,Joe Highsmith,66.6,6658
Alex Smalley,Kensei Hirata,71.6,7161
Alex Smalley,Ryo Hisatsune,48.0,4797
Alex Smalley,Lee Hodges,47.0,4705
Alex Smalley,Rico Hoey,54.7,5469
Alex Smalley,Tom Hoge,54.6,5464
Alex Smalley,Rasmus Hojgaard,63.8,6383
Alex Smalley,Billy Horschel,49.1,4913
Alex Smalley,Beau Hossler,50.3,5026
Alex Smalley,Mark Hubbard,56.8,5680
Alex Smalley,Mackenzie Hughes,50.3,5025
Alex Smalley,Sungjae Im,50.1,5007
Alex Smalley,Stephan Jaeger,64.5,6452
Alex Smalley,Ben James,45.1,4508
Alex Smalley,Takumi Kanaya,56.6,5659
Alex Smalley,Jeffrey Kang,62.9,6292
Alex Smalley,Johnny Keefer,51.4,5143
Alex Smalley,Michael Kim,48.6,4863
Alex Smalley,Tom Kim,34.2,3425
Alex Smalley,Chris Kirk,53.2,5321
Alex Smalley,Patton Kizzire,87.3,8734
Alex Smalley,Brooks Koepka,49.6,4963
Alex Smalley,Ben Kohles,32.9,3288
Alex Smalley,Jackson Koivun,35.8,3585
Alex Smalley,Matt Kuchar,42.9,4289
Alex Smalley,Christo Lamprecht,88.9,8888
Alex Smalley,Hank Lebioda,65.4,6544
Alex Smalley,Haotong Li,69.2,6917
Alex Smalley,David Lipsky,54.4,5444
Alex Smalley,Luke List,58.5,5852
Alex Smalley,Justin Lower,60.5,6049
Alex Smalley,Peter Malnati,74.0,7396
Alex Smalley,Hideki Matsuyama,37.2,3722
Alex Smalley,Denny McCarthy,48.5,4851
Alex Smalley,Matt McCarty,54.1,5414
Alex Smalley,Max McGreevy,48.4,4841
Alex Smalley,Maverick McNealy,47.3,4729
Alex Smalley,Mac Meissner,44.4,4435
Alex Smalley,Keith Mitchell,47.8,4779
Alex Smalley,Taylor Moore,60.8,6079
Alex Smalley,William Mouw,51.7,5175
Alex Smalley,Rasmus Neergaard-Petersen,48.4,4838
Alex Smalley,Alex Noren,50.2,5017
Alex Smalley,Andrew Novak,58.3,5826
Alex Smalley,Pontus Nyholm,68.3,6833
