player_1,player_2,win_percent,wins_of_10000
Adrien Dumont de Chassart,Gordon Sargent,56.7,5669
Adrien Dumont de Chassart,Adam Schenk,59.0,5903
Adrien Dumont de Chassart,Matti Schmid,53.7,5373
Adrien Dumont de Chassart,Ben Silverman,43.2,4323
Adrien Dumont de Chassart,Webb Simpson,58.3,5825
Adrien Dumont de Chassart,Alex Smalley,38.2,3816
Adrien Dumont de Chassart,Jordan Smith,31.0,3102
Adrien Dumont de Chassart,Austin Smotherman,53.1,5306
Adrien Dumont de Chassart,Brandt Snedeker,37.5,3747
Adrien Dumont de Chassart,Jordan Spieth,46.5,4646
Adrien Dumont de Chassart,Sam Stevens,50.5,5053
Adrien Dumont de Chassart,Sepp Straka,47.2,4721
Adrien Dumont de Chassart,Kevin Streelman,42.4,4240
Adrien Dumont de Chassart,Jackson Suber,33.9,3393
Adrien Dumont de Chassart,Adam Svensson,51.7,5171
Adrien Dumont de Chassart,Jesper Svensson,49.1,4910
Adrien Dumont de Chassart,Nick Taylor,35.2,3517
Adrien Dumont de Chassart,Sahith Theegala,40.6,4061
Adrien Dumont de Chassart,Justin Thomas,24.9,2488
Adrien Dumont de Chassart,Davis Thompson,34.3,3434
Adrien Dumont de Chassart,Alejandro Tosti,66.1,6605
Adrien Dumont de Chassart,Erik van Rooyen,43.6,4356
Adrien Dumont de Chassart,John VanDerLaan,55.7,5568
Adrien Dumont de Chassart,Karl Vilips,54.8,5476
Adrien Dumont de Chassart,Camilo Villegas,47.6,4760
Adrien Dumont de Chassart,Danny Walker,70.9,7092
Adrien Dumont de Chassart,Matt Wallace,34.1,3409
Adrien Dumont de Chassart,Vince Whaley,59.3,5933
Adrien Dumont de Chassart,Aaron Wise,39.5,3952
Adrien Dumont de Chassart,Dylan Wu,52.7,5270
Adrien Dumont de Chassart,Cameron Young,24.7,2467
Adrien Dumont de Chassart,Kevin Yu,34.6,3455
Nick Dunlap,Zach Bauchou,33.4,3342
Nick Dunlap,Christiaan Bezuidenhout,25.6,2556
Nick Dunlap,Daniel Berger,47.2,4724
Nick Dunlap,Zac Blair,22.4,2239
Nick Dunlap,Chandler Blanchet,41.2,4123
Nick Dunlap,Keegan Bradley,24.6,2462
Nick Dunlap,Michael Brennan,31.7,3168
Nick Dunlap,Brian Campbell,45.1,4507
Nick Dunlap,Rafael Campos,51.5,5152
Nick Dunlap,Ricky Castillo,32.6,3263
Nick Dunlap,Bud Cauley,21.3,2133
Nick Dunlap,Davis Chatfield,32.7,3269
Nick Dunlap,Luke Clanton,36.6,3662
Nick Dunlap,Eric Cole,29.0,2902
Nick Dunlap,Pierceson Coody,43.4,4339
Nick Dunlap,Joel Dahmen,30.6,3057
Nick Dunlap,Cam Davis,56.6,5661
Nick Dunlap,Jason Day,43.5,4349
Nick Dunlap,Zecheng Dou,39.9,3990
Nick Dunlap,Adrien Dumont de Chassart,43.2,4325
Nick Dunlap,Nico Echavarria,30.4,3041
Nick Dunlap,Austin Eckroat,37.8,3780
Nick Dunlap,Harris English,28.2,2820
Nick Dunlap,Tony Finau,41.2,4119
Nick Dunlap,Patrick Fishburn,34.2,3423
Nick Dunlap,Steven Fisk,44.5,4448
Nick Dunlap,Alex Fitzpatrick,19.7,1973
Nick Dunlap,Brice Garnett,36.8,3684
Nick Dunlap,Ryan Gerard,20.6,2062
Nick Dunlap,Doug Ghim,22.9,2287
Nick Dunlap,Lucas Glover,34.1,3413
Nick Dunlap,Max Greyserman,42.0,4203
Nick Dunlap,Ben Griffin,20.3,2035
Nick Dunlap,Lanto Griffin,43.3,4329
Nick Dunlap,Emiliano Grillo,23.1,2313
Nick Dunlap,Harry Hall,45.0,4502
Nick Dunlap,Brian Harman,24.0,2403
Nick Dunlap,Garrick Higgo,49.3,4932
Nick Dunlap,Joe Highsmith,48.3,4828
Nick Dunlap,Kensei Hirata,54.0,5398
Nick Dunlap,Ryo Hisatsune,30.1,3008
Nick Dunlap,Lee Hodges,29.3,2927
Nick Dunlap,Rico Hoey,36.2,3619
Nick Dunlap,Tom Hoge,36.1,3614
Nick Dunlap,Rasmus Hojgaard,45.3,4533
Nick Dunlap,Billy Horschel,31.1,3109
Nick Dunlap,Beau Hossler,32.1,3210
Nick Dunlap,Mark Hubbard,38.2,3820
Nick Dunlap,Mackenzie Hughes,32.1,3210
Nick Dunlap,Sungjae Im,31.9,3193
Nick Dunlap,Stephan Jaeger,46.1,4606
Nick Dunlap,Ben James,27.6,2760
Nick Dunlap,Takumi Kanaya,38.0,3801
Nick Dunlap,Jeffrey Kang,44.4,4437
Nick Dunlap,Johnny Keefer,33.2,3316
Nick Dunlap,Michael Kim,30.7,3065
Nick Dunlap,Tom Kim,19.0,1902
Nick Dunlap,Chris Kirk,34.8,3480
Nick Dunlap,Patton Kizzire,74.9,7489
Nick Dunlap,Brooks Koepka,31.5,3155
Nick Dunlap,Ben Kohles,18.0,1802
Nick Dunlap,Jackson Koivun,20.2,2022
Nick Dunlap,Matt Kuchar,25.8,2577
Nick Dunlap,Christo Lamprecht,77.3,7730
Nick Dunlap,Hank Lebioda,47.0,4704
Nick Dunlap,Haotong Li,51.2,5118
Nick Dunlap,David Lipsky,36.0,3595
Nick Dunlap,Luke List,39.9,3989
Nick Dunlap,Justin Lower,41.9,4187
Nick Dunlap,Peter Malnati,56.8,5678
Nick Dunlap,Hideki Matsuyama,21.3,2126
Nick Dunlap,Denny McCarthy,30.5,3055
Nick Dunlap,Matt McCarty,35.7,3567
Nick Dunlap,Max McGreevy,30.5,3046
Nick Dunlap,Maverick McNealy,29.5,2949
Nick Dunlap,Mac Meissner,27.0,2698
Nick Dunlap,Keith Mitchell,29.9,2992
Nick Dunlap,Taylor Moore,42.2,4218
Nick Dunlap,William Mouw,33.5,3345
Nick Dunlap,Rasmus Neergaard-Petersen,30.4,3043
Nick Dunlap,Alex Noren,32.0,3203
Nick Dunlap,Andrew Novak,39.6,3964
Nick Dunlap,Pontus Nyholm,50.2,5023
Nick Dunlap,Thorbjorn Olesen,46.6,4659
Nick Dunlap,John Parry,39.7,3966
Nick Dunlap,Matthieu Pavon,44.8,4480
Nick Dunlap,Taylor Pendrith,44.6,4461
Nick Dunlap,Marco Penge,33.3,3330
Nick Dunlap,Chandler Phillips,34.5,3454
Nick Dunlap,J.T. Poston,23.6,2356
Nick Dunlap,Aldrich Potgieter,46.5,4648
Nick Dunlap,Seamus Power,39.8,3985
Nick Dunlap,Andrew Putnam,33.1,3310
Nick Dunlap,Aaron Rai,20.6,2058
Nick Dunlap,Chad Ramey,54.8,5480
Nick Dunlap,Davis Riley,48.5,4851
Nick Dunlap,Patrick Rodgers,53.0,5298
Nick Dunlap,Kevin Roy,40.5,4051
Nick Dunlap,Marcelo Rozo,48.5,4848
Nick Dunlap,Adrien Saddier,41.8,4177
Nick Dunlap,Gordon Sargent,49.9,4994
Nick Dunlap,Adam Schenk,52.3,5232
Nick Dunlap,Matti Schmid,47.0,4696
Nick Dunlap,Ben Silverman,36.7,3668
Nick Dunlap,Webb Simpson,51.5,5153
Nick Dunlap,Alex Smalley,31.9,3187
Nick Dunlap,Jordan Smith,25.3,2530
Nick Dunlap,Austin Smotherman,46.3,4628
Nick Dunlap,Brandt Snedeker,31.2,3123
Nick Dunlap,Jordan Spieth,39.8,3978
Nick Dunlap,Sam Stevens,43.8,4378
Nick Dunlap,Sepp Straka,40.5,4051
Nick Dunlap,Kevin Streelman,35.9,3588
Nick Dunlap,Jackson Suber,27.9,2795
Nick Dunlap,Adam Svensson,44.9,4494
Nick Dunlap,Jesper Svensson,42.4,4237
Nick Dunlap,Nick Taylor,29.1,2909
Nick Dunlap,Sahith Theegala,34.2,3418
Nick Dunlap,Justin Thomas,19.8,1981
Nick Dunlap,Davis Thompson,28.3,2833
Nick Dunlap,Alejandro Tosti,59.6,5963
Nick Dunlap,Erik van Rooyen,37.0,3699
Nick Dunlap,John VanDerLaan,48.9,4891
Nick Dunlap,Karl Vilips,48.0,4799
Nick Dunlap,Camilo Villegas,40.9,4090
Nick Dunlap,Danny Walker,64.8,6484
Nick Dunlap,Matt Wallace,28.1,2809
Nick Dunlap,Vince Whaley,52.6,5264
Nick Dunlap,Aaron Wise,33.1,3315
Nick Dunlap,Dylan Wu,45.9,4593
Nick Dunlap,Cameron Young,19.6,1963
Nick Dunlap,Kevin Yu,28.5,2852
Nico Echavarria,Zach Bauchou,53.4,5335
Nico Echavarria,Christiaan Bezuidenhout,44.3,4426
Nico Echavarria,Daniel Berger,67.1,6712
Nico Echavarria,Zac Blair,40.3,4026
Nico Echavarria,Chandler Blanchet,61.4,6145
Nico Echavarria,Keegan Bradley,43.1,4309
Nico Echavarria,Michael Brennan,51.4,5143
Nico Echavarria,Brian Campbell,65.1,6513
Nico Echavarria,Rafael Campos,70.9,7091
Nico Echavarria,Ricky Castillo,52.5,5249
Nico Echavarria,Bud Cauley,38.9,3888
Nico Echavarria,Davis Chatfield,52.6,5256
Nico Echavarria,Luke Clanton,56.8,5678
Nico Echavarria,Eric Cole,48.4,4840
Nico Echavarria,Pierceson Coody,63.5,6353
Nico Echavarria,Joel Dahmen,50.2,5018
Nico Echavarria,Cam Davis,75.1,7514
Nico Echavarria,Jason Day,63.6,6363
Nico Echavarria,Zecheng Dou,60.1,6013
Nico Echavarria,Adrien Dumont de Chassart,63.4,6340
Nico Echavarria,Nick Dunlap,69.6,6959
Nico Echavarria,Austin Eckroat,58.0,5800
Nico Echavarria,Harris English,47.4,4744
Nico Echavarria,Tony Finau,61.4,6141
Nico Echavarria,Patrick Fishburn,54.2,5424
Nico Echavarria,Steven Fisk,64.6,6457
Nico Echavarria,Alex Fitzpatrick,36.7,3674
Nico Echavarria,Brice Garnett,57.0,5700
Nico Echavarria,Ryan Gerard,37.9,3794
Nico Echavarria,Doug Ghim,40.9,4089
Nico Echavarria,Lucas Glover,54.1,5413
Nico Echavarria,Max Greyserman,62.2,6223
Nico Echavarria,Ben Griffin,37.6,3757
Nico Echavarria,Lanto Griffin,63.4,6344
Nico Echavarria,Emiliano Grillo,41.2,4122
Nico Echavarria,Harry Hall,65.1,6508
Nico Echavarria,Brian Harman,42.4,4236
Nico Echavarria,Garrick Higgo,69.0,6899
Nico Echavarria,Joe Highsmith,68.1,6807
Nico Echavarria,Kensei Hirata,73.0,7299
Nico Echavarria,Ryo Hisatsune,49.6,4961
Nico Echavarria,Lee Hodges,48.7,4869
Nico Echavarria,Rico Hoey,56.3,5632
Nico Echavarria,Tom Hoge,56.3,5627
Nico Echavarria,Rasmus Hojgaard,65.4,6536
Nico Echavarria,Billy Horschel,50.8,5077
Nico Echavarria,Beau Hossler,51.9,5190
Nico Echavarria,Mark Hubbard,58.4,5841
Nico Echavarria,Mackenzie Hughes,51.9,5190
Nico Echavarria,Sungjae Im,51.7,5172
Nico Echavarria,Stephan Jaeger,66.0,6604
Nico Echavarria,Ben James,46.7,4672
Nico Echavarria,Takumi Kanaya,58.2,5821
Nico Echavarria,Jeffrey Kang,64.5,6447
Nico Echavarria,Johnny Keefer,53.1,5307
Nico Echavarria,Michael Kim,50.3,5027
Nico Echavarria,Tom Kim,35.8,3578
Nico Echavarria,Chris Kirk,54.8,5485
Nico Echavarria,Patton Kizzire,88.2,8817
Nico Echavarria,Brooks Koepka,51.3,5128
Nico Echavarria,Ben Kohles,34.4,3439
Nico Echavarria,Jackson Koivun,37.4,3740
Nico Echavarria,Matt Kuchar,44.5,4452
Nico Echavarria,Christo Lamprecht,89.6,8964
Nico Echavarria,Hank Lebioda,66.9,6694
Nico Echavarria,Haotong Li,70.6,7061
Nico Echavarria,David Lipsky,56.1,5607
Nico Echavarria,Luke List,60.1,6012
Nico Echavarria,Justin Lower,62.1,6207
Nico Echavarria,Peter Malnati,75.3,7528
Nico Echavarria,Hideki Matsuyama,38.8,3879
Nico Echavarria,Denny McCarthy,50.2,5016
Nico Echavarria,Matt McCarty,55.8,5578
Nico Echavarria,Max McGreevy,50.1,5006
Nico Echavarria,Maverick McNealy,48.9,4894
Nico Echavarria,Mac Meissner,46.0,4598
Nico Echavarria,Keith Mitchell,49.4,4943
Nico Echavarria,Taylor Moore,62.4,6237
Nico Echavarria,William Mouw,53.4,5339
Nico Echavarria,Rasmus Neergaard-Petersen,50.0,5002
Nico Echavarria,Alex Noren,51.8,5182
Nico Echavarria,Andrew Novak,59.9,5987
Nico Echavarria,Pontus Nyholm,69.8,6979
Nico Echavarria,Thorbjorn Olesen,66.5,6653
Nico Echavarria,John Parry,59.9,5989
Nico Echavarria,Matthieu Pavon,64.9,6487
Nico Echavarria,Taylor Pendrith,64.7,6469
Nico Echavarria,Marco Penge,53.2,5323
Nico Echavarria,Chandler Phillips,54.6,5457
Nico Echavarria,J.T. Poston,41.8,4177
Nico Echavarria,Aldrich Potgieter,66.4,6643
Nico Echavarria,Seamus Power,60.1,6007
Nico Echavarria,Andrew Putnam,53.0,5301
Nico Echavarria,Aaron Rai,37.9,3789
Nico Echavarria,Chad Ramey,73.7,7367
Nico Echavarria,Davis Riley,68.3,6826
Nico Echavarria,Patrick Rodgers,72.2,7215
Nico Echavarria,Kevin Roy,60.7,6073
Nico Echavarria,Marcelo Rozo,68.2,6824
Nico Echavarria,Adrien Saddier,62.0,6197
Nico Echavarria,Gordon Sargent,69.5,6953
Nico Echavarria,Adam Schenk,71.6,7159
Nico Echavarria,Matti Schmid,66.9,6687
Nico Echavarria,Ben Silverman,56.8,5683
Nico Echavarria,Webb Simpson,70.9,7091
Nico Echavarria,Alex Smalley,51.6,5165
Nico Echavarria,Jordan Smith,43.9,4394
Nico Echavarria,Austin Smotherman,66.2,6625
Nico Echavarria,Brandt Snedeker,50.9,5092
Nico Echavarria,Jordan Spieth,60.0,6001
Nico Echavarria,Sam Stevens,63.9,6390
Nico Echavarria,Sepp Straka,60.7,6074
Nico Echavarria,Kevin Streelman,56.0,5600
Nico Echavarria,Jackson Suber,47.1,4714
Nico Echavarria,Adam Svensson,65.0,6500
Nico Echavarria,Jesper Svensson,62.6,6255
Nico Echavarria,Nick Taylor,48.5,4848
Nico Echavarria,Sahith Theegala,54.2,5418
Nico Echavarria,Justin Thomas,36.9,3685
Nico Echavarria,Davis Thompson,47.6,4759
Nico Echavarria,Alejandro Tosti,77.5,7753
Nico Echavarria,Erik van Rooyen,57.2,5716
Nico Echavarria,John VanDerLaan,68.6,6863
Nico Echavarria,Karl Vilips,67.8,6780
Nico Echavarria,Camilo Villegas,61.1,6112
Nico Echavarria,Danny Walker,81.4,8142
Nico Echavarria,Matt Wallace,47.3,4731
Nico Echavarria,Vince Whaley,71.9,7186
Nico Echavarria,Aaron Wise,53.1,5306
Nico Echavarria,Dylan Wu,65.9,6592
Nico Echavarria,Cameron Young,36.6,3661
Nico Echavarria,Kevin Yu,47.8,4781
Austin Eckroat,Zach Bauchou,45.3,4531
Austin Eckroat,Christiaan Bezuidenhout,36.5,3646
Austin Eckroat,Daniel Berger,59.5,5953
Austin Eckroat,Zac Blair,32.7,3269
Austin Eckroat,Chandler Blanchet,53.5,5355
Austin Eckroat,Keegan Bradley,35.3,3535
Austin Eckroat,Michael Brennan,43.4,4341
Austin Eckroat,Brian Campbell,57.4,5741
Austin Eckroat,Rafael Campos,63.6,6363
Austin Eckroat,Ricky Castillo,44.5,4445
Austin Eckroat,Bud Cauley,31.4,3141
Austin Eckroat,Davis Chatfield,44.5,4452
Austin Eckroat,Luke Clanton,48.8,4876
Austin Eckroat,Eric Cole,40.4,4044
Austin Eckroat,Pierceson Coody,55.7,5573
Austin Eckroat,Joel Dahmen,42.2,4218
Austin Eckroat,Cam Davis,68.3,6833
Austin Eckroat,Jason Day,55.8,5583
Austin Eckroat,Zecheng Dou,52.2,5219
Austin Eckroat,Adrien Dumont de Chassart,55.6,5559
Austin Eckroat,Nick Dunlap,62.2,6220
Austin Eckroat,Nico Echavarria,42.0,4200
Austin Eckroat,Harris English,39.5,3950
Austin Eckroat,Tony Finau,53.5,5351
Austin Eckroat,Patrick Fishburn,46.2,4620
Austin Eckroat,Steven Fisk,56.8,5682
Austin Eckroat,Alex Fitzpatrick,29.4,2944
Austin Eckroat,Brice Garnett,49.0,4898
Austin Eckroat,Ryan Gerard,30.5,3053
Austin Eckroat,Doug Ghim,33.3,3327
Austin Eckroat,Lucas Glover,46.1,4608
Austin Eckroat,Max Greyserman,54.4,5436
Austin Eckroat,Ben Griffin,30.2,3020
Austin Eckroat,Lanto Griffin,55.6,5563
Austin Eckroat,Emiliano Grillo,33.6,3358
Austin Eckroat,Harry Hall,57.4,5736
Austin Eckroat,Brian Harman,34.7,3465
Austin Eckroat,Garrick Higgo,61.5,6155
Austin Eckroat,Joe Highsmith,60.5,6055
Austin Eckroat,Kensei Hirata,65.9,6593
Austin Eckroat,Ryo Hisatsune,41.6,4162
Austin Eckroat,Lee Hodges,40.7,4072
Austin Eckroat,Rico Hoey,48.3,4829
Austin Eckroat,Tom Hoge,48.2,4824
Austin Eckroat,Rasmus Hojgaard,57.7,5766
Austin Eckroat,Billy Horschel,42.8,4276
Austin Eckroat,Beau Hossler,43.9,4387
Austin Eckroat,Mark Hubbard,50.4,5042
Austin Eckroat,Mackenzie Hughes,43.9,4387
Austin Eckroat,Sungjae Im,43.7,4369
Austin Eckroat,Stephan Jaeger,58.4,5838
Austin Eckroat,Ben James,38.8,3881
Austin Eckroat,Takumi Kanaya,50.2,5021
Austin Eckroat,Jeffrey Kang,56.7,5671
Austin Eckroat,Johnny Keefer,45.0,4503
Austin Eckroat,Michael Kim,42.3,4226
Austin Eckroat,Tom Kim,28.6,2856
Austin Eckroat,Chris Kirk,46.8,4681
Austin Eckroat,Patton Kizzire,83.7,8369
Austin Eckroat,Brooks Koepka,43.3,4326
Austin Eckroat,Ben Kohles,27.3,2729
Austin Eckroat,Jackson Koivun,30.0,3004
Austin Eckroat,Matt Kuchar,36.7,3670
Austin Eckroat,Christo Lamprecht,85.5,8553
Austin Eckroat,Hank Lebioda,59.3,5935
Austin Eckroat,Haotong Li,63.3,6331
Austin Eckroat,David Lipsky,48.0,4804
Austin Eckroat,Luke List,52.2,5218
Austin Eckroat,Justin Lower,54.2,5420
Austin Eckroat,Peter Malnati,68.5,6849
Austin Eckroat,Hideki Matsuyama,31.3,3132
Austin Eckroat,Denny McCarthy,42.2,4215
Austin Eckroat,Matt McCarty,47.7,4774
Austin Eckroat,Max McGreevy,42.1,4206
Austin Eckroat,Maverick McNealy,41.0,4096
Austin Eckroat,Mac Meissner,38.1,3810
Austin Eckroat,Keith Mitchell,41.4,4144
Austin Eckroat,Taylor Moore,54.5,5451
Austin Eckroat,William Mouw,45.3,4535
Austin Eckroat,Rasmus Neergaard-Petersen,42.0,4202
Austin Eckroat,Alex Noren,43.8,4379
Austin Eckroat,Andrew Novak,51.9,5191
Austin Eckroat,Pontus Nyholm,62.4,6241
Austin Eckroat,Thorbjorn Olesen,58.9,5891
Austin Eckroat,John Parry,51.9,5193
Austin Eckroat,Matthieu Pavon,57.1,5714
Austin Eckroat,Taylor Pendrith,56.9,5695
Austin Eckroat,Marco Penge,45.2,4519
Austin Eckroat,Chandler Phillips,46.5,4653
Austin Eckroat,J.T. Poston,34.1,3410
Austin Eckroat,Aldrich Potgieter,58.8,5880
Austin Eckroat,Seamus Power,52.1,5212
Austin Eckroat,Andrew Putnam,45.0,4497
Austin Eckroat,Aaron Rai,30.5,3049
Austin Eckroat,Chad Ramey,66.7,6669
Austin Eckroat,Davis Riley,60.8,6076
Austin Eckroat,Patrick Rodgers,65.0,6500
Austin Eckroat,Kevin Roy,52.8,5281
Austin Eckroat,Marcelo Rozo,60.7,6074
Austin Eckroat,Adrien Saddier,54.1,5409
Austin Eckroat,Gordon Sargent,62.1,6214
Austin Eckroat,Adam Schenk,64.4,6439
Austin Eckroat,Matti Schmid,59.3,5926
Austin Eckroat,Ben Silverman,48.8,4881
Austin Eckroat,Webb Simpson,63.6,6364
Austin Eckroat,Alex Smalley,43.6,4362
Austin Eckroat,Jordan Smith,36.1,3615
Austin Eckroat,Austin Smotherman,58.6,5860
Austin Eckroat,Brandt Snedeker,42.9,4290
Austin Eckroat,Jordan Spieth,52.1,5206
Austin Eckroat,Sam Stevens,56.1,5612
Austin Eckroat,Sepp Straka,52.8,5281
Austin Eckroat,Kevin Streelman,48.0,4797
Austin Eckroat,Jackson Suber,39.2,3922
Austin Eckroat,Adam Svensson,57.3,5728
Austin Eckroat,Jesper Svensson,54.7,5470
Austin Eckroat,Nick Taylor,40.5,4051
Austin Eckroat,Sahith Theegala,46.1,4614
Austin Eckroat,Justin Thomas,29.5,2954
Austin Eckroat,Davis Thompson,39.6,3965
Austin Eckroat,Alejandro Tosti,71.0,7104
Austin Eckroat,Erik van Rooyen,49.1,4914
Austin Eckroat,John VanDerLaan,61.2,6116
Austin Eckroat,Karl Vilips,60.3,6027
Austin Eckroat,Camilo Villegas,53.2,5321
Austin Eckroat,Danny Walker,75.5,7554
Austin Eckroat,Matt Wallace,39.4,3938
Austin Eckroat,Vince Whaley,64.7,6468
Austin Eckroat,Aaron Wise,45.0,4502
Austin Eckroat,Dylan Wu,58.3,5825
Austin Eckroat,Cameron Young,29.3,2932
Austin Eckroat,Kevin Yu,39.9,3987
Harris English,Zach Bauchou,55.9,5590
Harris English,Christiaan Bezuidenhout,46.8,4681
Harris English,Daniel Berger,69.4,6941
Harris English,Zac Blair,42.8,4276
Harris English,Chandler Blanchet,63.9,6388
Harris English,Keegan Bradley,45.6,4563
Harris English,Michael Brennan,54.0,5399
Harris English,Brian Campbell,67.5,6747
Harris English,Rafael Campos,73.1,7307
Harris English,Ricky Castillo,55.0,5504
Harris English,Bud Cauley,41.4,4137
Harris English,Davis Chatfield,55.1,5511
Harris English,Luke Clanton,59.3,5929
Harris English,Eric Cole,51.0,5096
Harris English,Pierceson Coody,65.9,6592
Harris English,Joel Dahmen,52.7,5274
Harris English,Cam Davis,77.1,7713
Harris English,Jason Day,66.0,6602
Harris English,Zecheng Dou,62.6,6259
Harris English,Adrien Dumont de Chassart,65.8,6579
Harris English,Nick Dunlap,71.8,7180
Harris English,Nico Echavarria,52.6,5256
Harris English,Austin Eckroat,60.5,6050
Harris English,Tony Finau,63.8,6384
Harris English,Patrick Fishburn,56.8,5678
Harris English,Steven Fisk,66.9,6693
Harris English,Alex Fitzpatrick,39.2,3918
Harris English,Brice Garnett,59.5,5951
Harris English,Ryan Gerard,40.4,4040
Harris English,Doug Ghim,43.4,4340
Harris English,Lucas Glover,56.7,5666
Harris English,Max Greyserman,64.6,6465
Harris English,Ben Griffin,40.0,4003
Harris English,Lanto Griffin,65.8,6583
Harris English,Emiliano Grillo,43.7,4373
Harris English,Harry Hall,67.4,6743
Harris English,Brian Harman,44.9,4489
Harris English,Garrick Higgo,71.2,7122
Harris English,Joe Highsmith,70.3,7032
Harris English,Kensei Hirata,75.1,7507
Harris English,Ryo Hisatsune,52.2,5218
Harris English,Lee Hodges,51.3,5125
Harris English,Rico Hoey,58.8,5884
Harris English,Tom Hoge,58.8,5879
Harris English,Rasmus Hojgaard,67.7,6770
Harris English,Billy Horschel,53.3,5333
Harris English,Beau Hossler,54.5,5446
Harris English,Mark Hubbard,60.9,6090
Harris English,Mackenzie Hughes,54.5,5445
Harris English,Sungjae Im,54.3,5427
Harris English,Stephan Jaeger,68.4,6836
Harris English,Ben James,49.3,4928
Harris English,Takumi Kanaya,60.7,6070
Harris English,Jeffrey Kang,66.8,6683
Harris English,Johnny Keefer,55.6,5562
Harris English,Michael Kim,52.8,5283
Harris English,Tom Kim,38.2,3820
Harris English,Chris Kirk,57.4,5738
Harris English,Patton Kizzire,89.4,8940
Harris English,Brooks Koepka,53.8,5384
Harris English,Ben Kohles,36.8,3678
Harris English,Jackson Koivun,39.9,3986
Harris English,Matt Kuchar,47.1,4707
Harris English,Christo Lamprecht,90.8,9075
Harris English,Hank Lebioda,69.2,6924
Harris English,Haotong Li,72.8,7278
Harris English,David Lipsky,58.6,5859
Harris English,Luke List,62.6,6258
Harris English,Justin Lower,64.5,6449
Harris English,Peter Malnati,77.3,7727
Harris English,Hideki Matsuyama,41.3,4127
Harris English,Denny McCarthy,52.7,5272
Harris English,Matt McCarty,58.3,5830
Harris English,Max McGreevy,52.6,5262
Harris English,Maverick McNealy,51.5,5150
Harris English,Mac Meissner,48.5,4854
Harris English,Keith Mitchell,52.0,5199
Harris English,Taylor Moore,64.8,6478
Harris English,William Mouw,55.9,5593
Harris English,Rasmus Neergaard-Petersen,52.6,5258
Harris English,Alex Noren,54.4,5437
Harris English,Andrew Novak,62.3,6233
Harris English,Pontus Nyholm,72.0,7199
Harris English,Thorbjorn Olesen,68.8,6884
Harris English,John Parry,62.3,6235
Harris English,Matthieu Pavon,67.2,6722
Harris English,Taylor Pendrith,67.0,6705
Harris English,Marco Penge,55.8,5578
Harris English,Chandler Phillips,57.1,5711
Harris English,J.T. Poston,44.3,4429
Harris English,Aldrich Potgieter,68.7,6874
Harris English,Seamus Power,62.5,6253
Harris English,Andrew Putnam,55.6,5556
Harris English,Aaron Rai,40.4,4036
Harris English,Chad Ramey,75.7,7573
Harris English,Davis Riley,70.5,7052
Harris English,Patrick Rodgers,74.3,7427
Harris English,Kevin Roy,63.2,6318
Harris English,Marcelo Rozo,70.5,7049
Harris English,Adrien Saddier,64.4,6439
Harris English,Gordon Sargent,71.7,7174
Harris English,Adam Schenk,73.7,7373
Harris English,Matti Schmid,69.2,6916
Harris English,Ben Silverman,59.3,5934
Harris English,Webb Simpson,73.1,7308
Harris English,Alex Smalley,54.2,5420
Harris English,Jordan Smith,46.5,4648
Harris English,Austin Smotherman,68.6,6856
Harris English,Brandt Snedeker,53.5,5348
Harris English,Jordan Spieth,62.5,6247
Harris English,Sam Stevens,66.3,6628
Harris English,Sepp Straka,63.2,6318
Harris English,Kevin Streelman,58.5,5852
Harris English,Jackson Suber,49.7,4970
Harris English,Adam Svensson,67.4,6735
Harris English,Jesper Svensson,65.0,6496
Harris English,Nick Taylor,51.0,5104
Harris English,Sahith Theegala,56.7,5672
Harris English,Justin Thomas,39.3,3930
Harris English,Davis Thompson,50.1,5015
Harris English,Alejandro Tosti,79.4,7941
Harris English,Erik van Rooyen,59.7,5967
Harris English,John VanDerLaan,70.9,7087
Harris English,Karl Vilips,70.1,7007
Harris English,Camilo Villegas,63.6,6356
Harris English,Danny Walker,83.1,8309
Harris English,Matt Wallace,49.9,4987
Harris English,Vince Whaley,74.0,7399
Harris English,Aaron Wise,55.6,5560
Harris English,Dylan Wu,68.2,6824
Harris English,Cameron Young,39.1,3905
Harris English,Kevin Yu,50.4,5038
Tony Finau,Zach Bauchou,41.8,4185
Tony Finau,Christiaan Bezuidenhout,33.2,3320
Tony Finau,Daniel Berger,56.1,5609
Tony Finau,Zac Blair,29.6,2958
Tony Finau,Chandler Blanchet,50.0,5004
Tony Finau,Keegan Bradley,32.1,3214
Tony Finau,Michael Brennan,40.0,3997
Tony Finau,Brian Campbell,53.9,5394
Tony Finau,Rafael Campos,60.3,6028
Tony Finau,Ricky Castillo,41.0,4100
Tony Finau,Bud Cauley,28.4,2836
Tony Finau,Davis Chatfield,41.1,4107
Tony Finau,Luke Clanton,45.3,4526
Tony Finau,Eric Cole,37.1,3707
Tony Finau,Pierceson Coody,52.2,5224
Tony Finau,Joel Dahmen,38.8,3877
Tony Finau,Cam Davis,65.1,6514
Tony Finau,Jason Day,52.3,5234
Tony Finau,Zecheng Dou,48.7,4868
Tony Finau,Adrien Dumont de Chassart,52.1,5210
Tony Finau,Nick Dunlap,58.8,5881
Tony Finau,Nico Echavarria,38.6,3859
Tony Finau,Austin Eckroat,46.5,4649
Tony Finau,Harris English,36.2,3616
Tony Finau,Patrick Fishburn,42.7,4272
