275,4706,65.0,6499
275,1145,81.0,8104
275,1180,75.6,7561
275,3299,74.2,7425
275,4536,73.0,7301
275,1307,76.8,7681
275,1491,85.7,8565
275,4516,48.8,4879
275,267,63.8,6383
275,1163,63.7,6367
275,1096,71.2,7117
275,1124,65.0,6495
275,213,69.5,6951
275,4798,76.7,7666
275,1482,63.9,6391
275,4362,49.7,4967
275,3478,59.0,5895
275,1047,46.3,4627
275,1154,68.5,6846
275,237,62.9,6285
275,1476,59.6,5960
275,1166,63.0,6299
275,936,75.7,7572
275,229,54.6,5460
275,219,68.6,6861
275,3694,63.3,6333
275,946,51.0,5104
275,203,83.8,8383
275,295,48.6,4865
275,1206,72.3,7227
275,1127,82.7,8268
275,4789,72.5,7255
275,1114,66.4,6639
275,247,66.7,6665
275,184,56.5,5651
275,4170,94.2,9418
275,18,77.4,7739
275,1209,88.5,8853
275,1059,67.8,6777
275,4790,64.5,6453
275,277,78.3,7833
275,4644,59.8,5979
275,259,62.3,6226
275,972,53.1,5311
275,1548,76.4,7638
275,984,53.4,5344
275,198,60.6,6058
275,4489,68.8,6875
275,1514,78.9,7893
275,4705,79.4,7937
275,4795,77.2,7724
275,4527,80.2,8025
275,961,59.6,5964
275,227,75.7,7567
275,257,50.9,5094
275,273,54.0,5400
275,1554,49.5,4949
275,1175,59.4,5935
275,205,74.4,7444
275,4793,75.2,7515
275,1183,73.5,7351
275,996,78.2,7817
275,80,62.3,6228
275,4257,71.2,7119
275,4799,78.6,7863
275,4254,65.0,6501
275,4431,56.2,5619
275,1699,71.3,7130
275,1066,73.1,7310
275,289,48.9,4891
275,2521,78.0,7795
275,188,55.4,5535
275,1078,61.6,6157
275,999,82.2,8215
275,1136,71.9,7193
275,1490,67.7,6770
275,297,60.0,6001
275,1277,74.3,7428
275,1005,60.9,6086
275,975,66.0,6598
275,950,68.4,6841
275,1063,71.4,7139
275,1075,58.2,5822
275,1022,63.9,6391
275,4833,78.3,7831
275,4258,65.2,6515
275,1019,69.9,6988
275,1050,56.8,5677
275,261,67.5,6750
275,1520,59.5,5952
275,269,75.5,7550
275,1148,77.2,7718
275,4383,61.1,6109
275,223,73.2,7324
275,1072,62.2,6217
275,4728,63.5,6347
275,1037,62.4,6237
275,209,79.4,7942
275,285,60.6,6065
275,211,62.1,6211
275,964,66.1,6609
275,1130,81.5,8148
275,249,93.2,9322
275,255,83.9,8393
275,77,74.4,7436
275,4832,79.6,7958
275,192,80.5,8048
275,1687,75.9,7591
275,4256,62.1,6213
275,942,64.5,6446
275,1009,68.0,6799
275,1535,50.0,5005
275,1002,61.7,6174
275,287,66.0,6604
275,1172,74.7,7468
275,1121,71.3,7135
275,283,71.9,7193
275,1025,76.5,7649
275,967,75.2,7524
275,241,63.7,6374
275,1031,69.7,6970
275,1084,73.4,7336
275,271,75.3,7535
275,2046,76.9,7690
275,233,68.0,6795
275,1041,47.8,4777
275,215,72.5,7252
275,1212,81.2,8125
275,1157,80.5,8049
275,1087,65.3,6530
275,57,52.5,5246
275,4788,65.3,6527
275,4791,71.4,7140
4706,275,35.0,3501
4706,1145,68.9,6894
